normalized_city,year,nyelv,n
Milano,1976,olasz,1
Milano,1978,olasz,37
Milano,"NA",olasz,20
Milano ?,1949,olasz,1
"Milano, ? Corbaccio","Milano, (?) Corbaccio",olasz,1
Milano−Cremona,1944,olasz,1
Milano−Palermo,1912,olasz,1
Milano−Palermo−Napoli,1911,olasz,709
Milano−Palermo−Napoli,1911,OLASZ,1
Milano−Palermo−Napoli,1912,olasz,2
Milano−Palermo−Napoli,1913,olasz,115
Milano−Palermo−Napoli,8191,olasz,1
Milano−Roma,1939,olasz,1
Milano−Roma,1940,olasz,3
Milano−Roma−Padova,1937,olasz,1
"Milano−Seste, s. Giovanni",1932,olasz,1
Milano−Verona,1953,olasz,1
"Milford, Conn",1947,angol,7
Minden,1886,német,93
Minden,1891,német,27
Miskolc,1887,héber,9
Montpellier,1971,francia,1
Moravska-Ostrava,1924,cseh,1
Moscow,1934,német,1
Moscow,1936,német,4
Moscow,1937,német,1
Moscow,1938,német,1
Moscow,1939,német,3
Moscow,1940,német,1
Moscow−Saint Petersburg,1934,német,1
Moscow−Saint Petersburg,1935,német,1
München,1851,német,1
München,1853,német,1
München,1860,német,5
München,1867,német,73
München,1909,német,1
München,1913,német,3
München,1914,német,1
München,1916,német,6
München,1917,német,4
München,1918,német,92
München,1920,német,2
München,1922,német,1
München,1923,német,2
München,1924,német,2
München,1925,német,1
München,1928,német,1
München,1929,német,1
München,1946,német,1
München,1952,német,3
München,1954,német,5
München,1956,német,3
München,1957,német,1
München,1959,német,2
München,1961,német,2
München,1962,német,5
München,1963,angol,259
München,1963,német,2
München,1964,német,3
München,1965,német,73
München,1966,angol,1
München,1966,német,3
München,1967,német,3
München,1970,német,4
München,1971,német,1
München,1972,német,1
München,1974,német,1
München,"NA",német,73
Murska Sobota,1962,szlovén,2
Murska Sobota,1962,vend,1
Murska Sobota,1964,szlovén,1
Murska Sobota,1966,szlovén,3
Murska Sobota,1966,vend,2
Murska Sobota,1967,vend,2
Murska Sobota,1968,vend,3
Murska Sobota,1969,szlovén,26
Murska Sobota,1969,vend,2
Murska Sobota,1970,vend,1
Murska Sobota,1971,vend,1
Murska Sobota,1973,vend,2
Murska Sobota,1975,vend,1
Murska Sobota,1976,szlovén,1
Murska Sobota,1977,szlovák,1
Murska Sobota,1977,szlovén,50
n.a,n.a.,kínai,1
Nagykanizsa,1882,német,56
Nakaduli 8° 318+1 p,Nakaduli 8° 318+1 p.,grúz,1
Napoli,1868,olasz,1
Napoli,1892,olasz,1
Napoli,1952,olasz,1
Napoli,1968,olasz,1
Napoli−Milano,1888,olasz,1
Nayarit,1967,spanyol,3
Nedvidek-Tabor,1896,cseh,1
Neuausgabe,1919,német,1
Neuausgabe,1920,német,1
New Delhi,1954,angol,2
New Delhi,1955,angol,2
New York,1831,angol,1
New York,1852,angol,23
New York,1874,angol,1
New York,1877,angol,2
New York,1881,angol,82
New York,1884,angol,1
New York,1885,angol,1
New York,1886,angol,1
New York,1887,angol,105
New York,1889,angol,2
New York,1889,német,1
New York,1890,német,1
New York,1892,angol,2
New York,1894,angol,1
New York,1895,angol,1
New York,1896,angol,1
New York,1897,angol,3
New York,1898,angol,3
New York,1899,angol,242
New York,190?,angol,2
New York,1900,angol,4
New York,1901,angol,1
New York,1905,angol,1
New York,1908,angol,236
New York,1908,olasz,1
New York,1910,angol,1
New York,1912,angol,140
New York,1913,angol,1
New York,1914,angol,28
New York,1921,angol,1
New York,1922,angol,1
New York,1923,angol,1
New York,1924,angol,1
New York,1925,angol,1
New York,1927,angol,2
New York,1928,angol,35
New York,1929,angol,4
New York,1930,angol,26
New York,1931,angol,3
New York,1932,angol,1
New York,1933,angol,1
New York,1935,angol,1
New York,1936,angol,1
New York,1940,német,1
New York,1941,angol,1
New York,1945,angol,3
New York,1946,francia,2
New York,1947,angol,1
New York,1947,francia,1
New York,1948,angol,2
New York,1949,angol,2
New York,1950,angol,19
New York,1952,angol,3
New York,1953,angol,3
New York,1955,angol,1
New York,1956,angol,1
New York,1957,angol,1
New York,1958,angol,1
New York,1963,angol,4
New York,1964,angol,82
New York,1965,angol,2
New York,1966,angol,1
New York,1967,angol,1
New York,1968,angol,3
New York,1968,német,1
New York,1970,angol,1
New York,1972,angol,81
New York,1974,angol,2
New York,1975,angol,1
New York,1977,angol,196
New York,8191,angol,1
New York,"NA",angol,1
New York,w.y.,angol,3
New York,w.y.,szlovák,1
New York−Cleveland,1920,angol,6
New York−Guildford,1977,angol,1
New York−London,1968,angol,2
New York−London−Evanston−San Francisco,1972,angol,1
New York−Toronto,1937,angol,1
New York−Toronto−London,1965,angol,1
"New-York, ?","New-York, ?",angol,1
"New-York, Year? ""Tomorrow""","New-York, (Year?) ""Tomorrow""",angol,1
New-York−London,w.y.,angol,2
№ Авг. стр. 146−182,№ Авг. стр. 146−182.,orosz,1
Noto,1879,olasz,1
Noto,1881,olasz,2
Noto,1885,olasz,1
Noto,1891,olasz,3
Noto,1904,olasz,3
Noto,1937,olasz,1
Novi Sad,1857,szerb,2
Novi Sad,1860,szerb,2
Novi Sad,1871,szerb,3
Novi Sad,1878,szerb,1
Novi Sad,1882,szerb,29
Novi Sad,1887,szerb,1
Novi Sad,1890,szerb,1
Novi Sad,1895,szerb,1
Novi Sad,1901,szerb,1
Novi Sad,1906,horvát,1
Novi Sad,1907,szerb,59
Novi Sad,1910,szerb,2
Novi Sad,1917,szerb,1
Novi Sad,1946,szerb,28
Novi Sad,1948,szerb,1
Novi Sad,1951,szerb,2
Novi Sad,1952,szerb,1
Novi Sad,1953,szerb,105
Novi Sad,1954,horvát,1
Novi Sad,1955,horvát,2
Novi Sad,1958,horvát,1
Novi Sad,1958,szerb,1
Novi Sad,1959,horvát,1
Novi Sad,1960,horvát,1
Novi Sad,1960,szerb,1
Novi Sad,1961,horvát,107
Novi Sad,1961,szerb,1
Novi Sad,1961,szerb-horvát,1
Novi Sad,1963,horvát,4
Novi Sad,1964,horvát,20
Novi Sad,1965,horvát,38
Novi Sad,1971,horvát,1
Novi Sad,1972,horvát,1
Novi Sad,1976,horvát,11
Novi Sad,1976,szerb,40
Nürnberg,1852,német,1
Nürnberg,1855,német,1
Nürnberg,1950,német,1
Ohne Orts- Verlags- und Jahresangabe 8° 163 S,(Ohne Orts- Verlags- und Jahresangabe) 8° 163 S.,német,1
Olten,1944,német,1
Oradea,1882,román,3
Oradea,1883,román,4
Oradea,1884,román,2
Oradea,1887,román,1
Oradea,1902,román,1
Oradea,1903,román,1
Oradea,1905,román,1
Oradea,1906,román,1
Oradea,1921,román,4
Oradea,1922,román,105
Oradea,1924,román,1
Oradea,1926,román,3
Oradea,1927,román,3
Oradea,1929,román,1
Oradea,1930,román,73
Oradea,1934,román,3
Oradea,1935,román,3
Oradea,1937,román,1
Oradea,1938,román,3
Oradea,1949,román,2
Oran,1949,francia,1
Orăştie,1911,román,2
Orăştie,1912,román,2
Orăştie,1913,román,2
Orăştie,1914,román,2
Ort und Zeitschrffttitel fehlt,1929,német,1
Osijek,"NA",horvát,1
Oslo,1899,norvég,1
Oslo,1933,norvég,2
Oslo,1951,norvég,1
Oslo,1952,norvég,2
Oslo,1959,norvég,1
Oslo,1961,norvég,1
Oslo,1962,norvég,1
Oslo,1973,norvég,31
Oslo,1974,norvég,41
Oslo,1975,norvég,81
Ostrava,1950,cseh,1
"Otava 8:0 ""Unkarittaren päiväkirja"" Otavan 50 pennin-kirjasto No. 39","Otava 8:0 ""Unkarittaren päiväkirja"" (Otavan 50 pennin-kirjasto No. 39.)",finn,1
"Otava 8:0 Otavan 50-pennin kirjasto. No. 39. ""Unkarittaren päiväkirja""","Otava 8:0 (Otavan 50-pennin kirjasto. No. 39.) ""Unkarittaren päiväkirja""",finn,1
Oude−God−Antwerpen,193?,flamand,1
Oudenbosch,1953,holland,1
"Övergedruckt uit de ""Gids""",1889,holland,20
"Övergedruckt uit het de ""Gids""",1889,holland,1
"Övergedruct uit de ""Gids""",1889,holland,1
"Övergedrukt uit de ""Gids""",1889,holland,7
Oxford,1966,angol,6
Oxford,"Oxford,",angol,1
p. 227,p. 227,kínai,1
p. 41−44,p. 41−44.,kínai,1
Padova,1896,olasz,1
Padova,1908,olasz,1
"Padova, Fratelli Gallina in-8° 22 p","Padova, Fratelli Gallina in-8° 22 p.",olasz,1
"pag. 304−308; 323−328; 337−339. Tradusă de Jozsi Viski, pag. 353−355. Tradusă de Jozsi Koncz","pag. 304−308; 323−328; 337−339. (Tradusă de Jozsi Viski), pag. 353−355. (Tradusă de Jozsi Koncz)",román,1
Paha,1953,cseh,1
Palermo,1922,olasz,5
Palermo−Milano−Napoli,1912,olasz,2
Pančevo,1900,német,2
Pančevo,1905,német,1
Pančevo,1908,német,1
Pančevo,"NA",német,4
Panný Marie a Swätej rodinný na rok,1903,szlovák,1
Paris,1808,francia,1
Paris,1813,francia,6
Paris,1850,francia,1
Paris,1856,francia,21
Paris,1857,francia,1
Paris,1860,francia,14
Paris,1862,francia,1
Paris,1863,francia,1
Paris,1866,francia,1
Paris,1870,francia,1
Paris,1871,francia,203
Paris,1872,francia,68
Paris,1873,francia,94
Paris,1875,francia,1
Paris,1876,francia,2
Paris,1877,francia,19
Paris,1880,francia,3
Paris,1881,francia,2
Paris,1884,francia,1
Paris,1885,francia,10
Paris,1886,francia,4
Paris,1887,francia,3
Paris,1889,francia,1
Paris,1890,francia,15
Paris,1891,francia,78
Paris,1892,francia,1
Paris,1893,francia,1
Paris,1894,francia,2
Paris,1895,francia,4
Paris,1896,francia,232
Paris,1897,francia,6
Paris,1898,francia,88
Paris,1900,francia,21
Paris,1902,francia,1
Paris,1903,francia,1
Paris,1904,francia,1
Paris,1906,eszperantó,1
Paris,1906,francia,1
Paris,1908,francia,1
Paris,1909,francia,1
Paris,1910,francia,6
Paris,1911,francia,2
Paris,1912,francia,3
Paris,1914,francia,1
Paris,1922,francia,6
Paris,1923,francia,47
Paris,1925,angol,1
Paris,1925,francia,9
Paris,1925,német,10
Paris,1926,francia,77
Paris,1927,francia,97
Paris,1928,francia,2
Paris,1929,francia,60
Paris,1930,francia,41
Paris,1931,francia,9
Paris,1933,francia,2
Paris,1935,francia,4
Paris,1935,német,1
Paris,1936,angol,1
Paris,1936,francia,250
Paris,1937,francia,168
Paris,1938,francia,117
Paris,1938,német,1
Paris,1939,francia,1
Paris,1940,francia,19
Paris,1941,francia,61
Paris,1942,francia,2
Paris,1943,francia,2
Paris,1944,francia,6
Paris,1945,francia,8
Paris,1946,francia,43
Paris,1947,francia,17
Paris,1948,francia,14
Paris,1949,francia,18
Paris,1950,francia,2
Paris,1951,francia,4
Paris,1952,francia,33
Paris,1953,francia,8
Paris,1954,francia,10
Paris,1955,francia,79
Paris,1956,francia,42
Paris,1957,francia,42
Paris,1958,eszperantó,2
Paris,1958,francia,44
Paris,1959,francia,3
Paris,1959,lengyel,2
Paris,1960,francia,4
Paris,1961,francia,128
Paris,1962,francia,534
Paris,1963,francia,119
Paris,1964,francia,40
Paris,1965,francia,38
Paris,1966,francia,90
Paris,1967,francia,95
Paris,1968,francia,2
Paris,1969,francia,15
Paris,1970,francia,108
Paris,1971,francia,8
Paris,1972,francia,17
Paris,1973,francia,18
Paris,1974,francia,55
Paris,1975,francia,75
Paris,1976,francia,3
Paris,1977,francia,37
Paris,1978,francia,21
Paris,1978,Francia,1
Paris,1986,francia,1
Paris,"NA",francia,19
"Paris, ?",1905,francia,1
"Paris, ?",1947,francia,1
"Paris, Éditions Albin Michel in-8°","Paris, Éditions Albin Michel in-8°",francia,1
"Paris, Nouvelle edit. en",1910,francia,1
Parma,1962,olasz,147
Parma,1963,olasz,36
Parma,1970,olasz,40
Pécs,1928,német,1
Peking,1930,kínai,2
Peking,1952,kínai,1
Peking,1953,kínai,9
Peking,1954,kínai,104
Peking,1955,kínai,25
Peking,1956,kínai,7
Peking,1957,kínai,36
Peking,1958,kínai,4
Peking,1959,kínai,42
Peking,1960,kínai,3
Peking,Peking,kínai,1
Periam,1901,német,1
Periam,1913,német,2
Periam,1915,német,1
Petroskoi,1954,finn,1
Petrovec,1961,szlovén,1
Peznan,1885,lengyel,1
Philadelphia,1850,angol,2
Philadelphia,1885,angol,42
Philadelphia,1934,angol,1
Philadelphia,w.y.,angol,1
Piacenza,1881,olasz,1
Pittsburgh,1521,angol,1
Pittsburgh,1973,angol,3
Pituc Cluş,1895,román,1
Place unknown U.S.A,1926,angol,1
Plzen,1914,cseh,11
Pola,"NA",olasz,1
Pori,1889,finn,1
Pori,1898,finn,1
Pori,1902,finn,1
Pori,1916,finn,1
"Portland, OR",1965,angol,1
Porvoo,1884,finn,1
Porvoo,1888,finn,1
Porvoo,1890,finn,1
Porvoo,1891,finn,7
Porvoo,1892,finn,26
Porvoo,1901,finn,1
Porvoo,1904,finn,16
Porvoo,1913,finn,1
Porvoo,1916,finn,1
Porvoo,1922,finn,41
Porvoo,1926,finn,214
Porvoo,1927,finn,2
Porvoo,1930,finn,3
Porvoo,1935,finn,1
Porvoo,1938,finn,1
Porvoo,1958,finn,1
Porvoo,1967,finn,1
Porvoo,1973,finn,23
Porvoo,1982,finn,1
Porvoo ?,1887,finn,1
Porvoo−Helsinki,1943,finn,1
Porvoo−Helsinki,1961,finn,1
Porvoo−Helsinki,1962,finn,1
Porvoo−Helsinki,1967,finn,1
Potsdam,1948,német,1
Poznań,1879,lengyel,2
Poznań,1883,lengyel,1
Poznań,1928,lengyel,2
"Prag−Leipzig, A. G. Steinhauser 8° 264 S. Dritte Auflage!!","Prag−Leipzig, A. G. Steinhauser 8° 264 S. (Dritte Auflage!!)",német,1
Praha,1861,cseh,1
Praha,1870,cseh,123
Praha,1873,cseh,1
Praha,1876,cseh,1
Praha,1878,cseh,2
Praha,1879,cseh,1
Praha,1881,cseh,2
Praha,1882,cseh,4
Praha,1884,cseh,2
Praha,1885,cseh,3
Praha,1886,cseh,12
Praha,1887,cseh,2
Praha,1888,cseh,2
Praha,1889,cseh,6
Praha,1890,cseh,1
Praha,1891,cseh,4
Praha,1892,cseh,16
Praha,1893,cseh,2
Praha,1894,cseh,7
Praha,1895,cseh,1
Praha,1896,cseh,4
Praha,1897,cseh,1
Praha,1898,cseh,14
Praha,1900,cseh,1
Praha,1901,cseh,3
Praha,1902,cseh,1
Praha,1903,cseh,1
Praha,1904,cseh,1
Praha,1905,cseh,1
Praha,1907,cseh,205
Praha,1910,német,1
Praha,1912,cseh,3
Praha,1913,cseh,3
Praha,1914,cseh,3
Praha,1917,cseh,2
Praha,1918,cseh,1
Praha,192?,cseh,1
Praha,1921,cseh,1
Praha,1922,cseh,2
Praha,1922,német,1
Praha,1923,cseh,3
Praha,1924,cseh,3
Praha,1925,cseh,7
Praha,1925,német,1
Praha,1926,cseh,7
Praha,1926,német,6
Praha,1927,cseh,2
Praha,1928,cseh,12
Praha,1931,német,1
Praha,1933,német,4
Praha,1935,szlovák,3
Praha,1936,cseh,2
Praha,1936,német,1
Praha,1937,cseh,1
Praha,1938,cseh,1
Praha,1938,német,2
Praha,1938,szlovák,1
Praha,1939,cseh,2
Praha,1941,cseh,2
Praha,1942,cseh,6
Praha,1943,cseh,2
Praha,1946,cseh,1
Praha,1947,cseh,1
Praha,1948,cseh,2
Praha,1949,cseh,7
Praha,1950,cseh,74
Praha,1950,szlovák,2
Praha,1951,cseh,46
Praha,1952,cseh,24
Praha,1953,cseh,198
Praha,1954,cseh,11
Praha,1955,cseh,5
Praha,1955,szlovák,1
Praha,1956,cseh,7
Praha,1956,szlovák,3
Praha,1957,cseh,49
Praha,1958,cseh,48
Praha,1959,cseh,117
Praha,1959,lengyel,1
Praha,1960,cseh,27
Praha,1961,cseh,47
Praha,1962,cseh,16
Praha,1963,cseh,12
Praha,1964,cseh,204
Praha,1965,cseh,67
Praha,1966,cseh,248
Praha,1967,cseh,14
Praha,1968,cseh,6
Praha,1969,cseh,16
Praha,1970,cseh,5
Praha,1971,cseh,2
Praha,1972,cseh,7
Praha,1973,cseh,40
Praha,1973,szlovák,1
Praha,1974,cseh,8
Praha,1976,cseh,44
Praha,"NA",cseh,23
Praha,"NA",német,37
Praha,"Praha,",cseh,1
"Praha, ?",1931,német,1
"Praha, ?",1934,német,2
"Praha, ? J. H. Vilimek ""Prvni milion""","Praha, (?) J. H. Vilimek ""Prvni milion""",cseh,1
"Praha, ""Elán"" Ročnik: Čislo: str. 4","Praha, ""Elán"" Ročnik: Čislo: str. 4.",szlovák,1
"Praha, Nákl. František Borový Cca 25 rozdilny tomi","Praha, Nákl. František Borový (Cca 25 rozdilny tomi.)",cseh,1
"Praha, Nakld. Otto 8° 160. S","Praha, Nakld. Otto 8° 160. S.",cseh,1
"Praha, Státni Nakl. Krásné Lit. 8° ""Cesta do Faremida"" 217+5 str","Praha, Státni Nakl. Krásné Lit. 8° ""Cesta do Faremida"" 217+5 str.",cseh,1
Praha−Leipzig,1866,német,17
"Přeložil Gustav Narcissus Mayerhoffer ""Amor""",1893,cseh,1
"Přeložil Gustav Narcissus Mayerhoffer ""U Domaciho Krbu""","Přeložil Gustav Narcissus Mayerhoffer ""U Domaciho Krbu""",cseh,1
"Přeložil J. Kráša ""Niva""",1890,cseh,1
"Přeložil L. F. B.udinský ""Česky Jih""",1893,cseh,1
Přeložil Ludvik Kostolný,Přeložil Ludvik Kostolný,cseh,1
Preložil Vlad. Rozy ?,Preložil Vlad. Rozy (?),szlovák,1
Přeložili A. Göllnerová a I. Zikmundová,Přeložili A. Göllnerová a I. Zikmundová,cseh,1
Prešov,1880,német,17
Prešov,1907,szlovák,1
Prešov,1909,szlovák,3
Prešov,1910,szlovák,1
Prešov,1911,szlovák,3
Prešov,1912,szlovák,3
Prešov,1913,szlovák,3
Prešov,1914,szlovák,3
Prešov,1915,szlovák,1
Prešov,1916,szlovák,1
Prešov,"NA",szlovák,1
"Prešov,?","Prešov,?",szlovák,1
Pris,1930,francia,1
Pristina,1967,albán,2
Przełozyła K. Iłłakowiczowna,Przełozyła K. Iłłakowiczowna,lengyel,1
Purmerend,1937,eszperantó,1
Putignano,1970,olasz,81
Quezon City,1966,angol,1
Quezon City,1966,spanyol,2
Ragusa,1901,olasz,33
"Ragusa, Sicilia",1901,olasz,1
Rangun,1960,burmai,1
Rangun,1972,burmai,4
Regensburg−Leipzig,1916,német,1
Regensburg−Leipzig,1923,német,3
Reinbek,1960,német,1
Reinbek,1961,német,1
Reinbek,1973,német,2
Reşiţa,1890,német,4
Reşiţa,1896,német,1
Reşiţa,"NA",német,1
Reutlingen,1906,német,1
Revuo de Hungara Esperanto-Asocio,Revuo de Hungara Esperanto-Asocio,eszperantó,1
Rickmansworth,"NA",eszperantó,1
Riga,1908,lett,1
Riga,1911,lett,2
Riga,1954,lett,1
Riga,1956,liv,2
Riga,1959,lett,2
Riga,1965,lett,3
Riga,1966,lett,21
Riga,1967,lett,2
Riga,1970,lett,48
Riga,1971,lett,3
Riga,1973,lett,103
Riga,1974,lett,1
Riga,1976,lett,83
Riga,1977,lett,4
Rijeka,1842,olasz,1
Rijeka,1872,olasz,7
Rijeka,1882,olasz,3
Rijeka,1883,olasz,1
Rijeka,1884,olasz,1
Rijeka,1890,olasz,1
Rijeka,1891,olasz,1
Rijeka,1901,olasz,1
Rijeka,1903,olasz,32
Rijeka,1904,olasz,2
Rijeka,1907,olasz,1
Rijeka,1908,olasz,2
Rijeka,1910,olasz,28
Rijeka,1911,olasz,16
Rijeka,1914,olasz,27
Rijeka,1938,olasz,1
Rijeka,1955,horvát,1
Rijeka,1958,olasz,1
Rijeka,1959,horvát,2
Rijeka,1961,horvát,1
Rio de Janeiro,1934,spanyol,1
Rio de Janeiro,1954,portugál,13
Rio de Janeiro,1957,portugál,1
Rio de Janeiro,1958,portugál,30
Rio de Janeiro,1965,portugál,3
Rio de Janeiro−São Paulo−Bahia,1958,portugál,1
Ristampa ivi,1942,olasz,1
Roma,1883,olasz,1
Roma,1886,olasz,1
Roma,1908,olasz,1
Roma,1913,olasz,1
Roma,1921,olasz,3
Roma,1922,olasz,4
Roma,1923,olasz,1
Roma,1924,olasz,1
Roma,1925,olasz,6
Roma,1926,olasz,1
Roma,1927,olasz,4
Roma,1928,olasz,1
Roma,1929,olasz,5
Roma,193?,olasz,1
Roma,1933,olasz,18
Roma,1934,olasz,2
Roma,1936,olasz,78
Roma,1938,olasz,4
Roma,1939,olasz,26
Roma,1940,olasz,14
Roma,1941,olasz,5
Roma,1942,olasz,11
Roma,1943,olasz,3
Roma,1944,olasz,4
Roma,1945,olasz,15
Roma,1946,olasz,2
Roma,1947,olasz,18
Roma,1948,olasz,31
Roma,1951,olasz,1
Roma,1952,olasz,5
Roma,1953,olasz,1
Roma,1954,olasz,1
Roma,1955,olasz,7
Roma,1956,olasz,2
Roma,1964,olasz,82
Roma,1967,olasz,1
Roma,1971,olasz,70
Roma,1973,olasz,1
Roma,1976,olasz,1
Roma,"NA",olasz,6
Roma,Roma,olasz,1
"Roma, ? ""Avvenire""",1942,olasz,1
"Roma, ? ""Convivium""",1939,olasz,1
Roman,1946,olasz,1
Roman,1948,olasz,1
Rotterdam,1929,holland,1
Rotterdam,1937,eszperantó,104
Rotterdam,1947,eszperantó,1
Rotterdam,"NA",holland,2
Ružomberok,1911,szlovák,1
Ružomberok,1912,szlovák,1
Ružomberok,1913,szlovák,1
Ružomberok,1947,szlovák,1
Rzeszów,1887,lengyel,2
Saarlouis,1920,német,1
Saint-Petersbourg,1894,francia,1
Salzburg,1948,német,1
Salzburg,1971,német,116
Salzburg,1973,német,1
Salzburg,1974,német,55
"Salzburg, Otto Müller ""Neue ungarische Lyrik"" S. 11","Salzburg, Otto Müller ""Neue ungarische Lyrik"" S. 11.",német,1
Santalcangelo,1897,olasz,37
Santalcangelo,1897,OLASZ,1
Santalcangelo−Romagna,1897,olasz,2
Santiago,1954,spanyol,1
Santiago de Chile,1942,német,1
Santiago de Chile,1954,spanyol,1
Sao Paulo,1945,spanyol,1
Sao Paulo,1952,portugál,1
Sao Paulo,1952,spanyol,1
Sao Paulo,1953,spanyol,1
Sarajevo,1955,horvát,1
Sarajevo,1957,horvát,1
Sarajevo,1958,horvát,2
Sarajevo,1958,szlovén,1
Sarajevo,1964,horvát,2
Sarajevo,1972,horvát,61
Sarajevo−Zagreb,1955,horvát,2
Satu-Mare,1949,román,2
"Senza traduttore ""Il Messagero""",1940,olasz,1
Seoul,1960,koreai,1
Seria z Klepsydrą,Seria z Klepsydrą,lengyel,1
Shanghai,1932,kínai,1
Shanghai,1951,kínai,39
Shanghai,1953,kínai,20
Shanghai,1954,kínai,4
Shanghai,1955,kínai,2
Shanghai,1956,kínai,7
Shanghai,1957,kínai,14
Shanghai−Peking,1951,kínai,2
Sibiu,1879,német,3
Sibiu,1890,román,1
Sibiu,1891,német,588
Sibiu,1907,román,5
Sibiu,1908,román,2
Sibiu,1909,román,3
Sibiu,1911,román,3
Sibiu,1912,román,2
Sibiu,1917,román,1
Sibiu,1918,román,1
Sibiu,1921,román,3
Sibiu,1922,román,6
Sibiu,1923,román,4
Sibiu,1928,román,2
Sibiu,1949,román,2
Sicilia,1948,olasz,1
Sicilia ?,1948,olasz,1
Siena,1948,olasz,2
Sighișoara,1916,német,1
Skalica,1909,szlovák,2
Skopje,1955,makedon,1
Skopje,1957,horvát,1
Skopje,1966,makedon,1
Sofija,1956,bolgár,1
Sofija,1960,bolgár,1
Sonderhausen,1857,német,1
Sopron,1894,német,2
Sopron,1895,német,1
Sopron,1901,német,24
St. Gallen,1963,német,41
St. Louis,1967,angol,1
St. Louis,1968,angol,1
St. Louis,1971,angol,9
St. Louis,1972,angol,2
St. Louis,1972,francia,23
"St. Louis, Mo",1972,angol,2
Stavanger,1951,holland,1
Stavanger,1951,norvég,1
Stockholm,1875,svéd,1
Stockholm,1876,svéd,1
Stockholm,1877,svéd,1
Stockholm,1879,svéd,1
Stockholm,1881,svéd,2
Stockholm,1882,svéd,10
Stockholm,1887,svéd,1
Stockholm,1888,svéd,49
Stockholm,1889,svéd,3
Stockholm,1897,svéd,2
Stockholm,1898,svéd,1
Stockholm,1900,svéd,1
Stockholm,1901,svéd,1
Stockholm,1903,svéd,1
Stockholm,1908,svéd,1
Stockholm,191?,svéd,1
Stockholm,1912,svéd,1
Stockholm,1913,svéd,2
Stockholm,1918,svéd,1
Stockholm,1920,svéd,1
Stockholm,1922,svéd,62
Stockholm,1928,svéd,1
Stockholm,1930,svéd,1
Stockholm,1932,svéd,19
Stockholm,1936,svéd,1
Stockholm,1937,svéd,1
Stockholm,1938,német,1
Stockholm,1938,svéd,2
Stockholm,1939,svéd,5
Stockholm,194?,svéd,1
Stockholm,1940,svéd,2
Stockholm,1941,svéd,3
Stockholm,1942,svéd,3
Stockholm,1943,svéd,4
Stockholm,1944,svéd,59
Stockholm,1945,svéd,1
Stockholm,1946,svéd,1
Stockholm,1947,svéd,3
Stockholm,1952,svéd,8
Stockholm,1958,svéd,1
Stockholm,1960,svéd,2
Stockholm,1964,svéd,1
Stockholm,1966,svéd,21
Stockholm,1966,Svéd,1
Stockholm,1967,svéd,3
Stockholm,1968,svéd,67
Stockholm,1969,svéd,2
Stockholm,1970,svéd,15
Stockholm,1971,svéd,1
Stockholm,1973,angol,1
Stockholm,1973,francia,1
Stockholm,1973,német,1
Stockholm,1973,norvég,1
Stockholm,1973,svéd,60
Stockholm,1974,svéd,3
Stockholm,Stockholm,svéd,1
"Stockholm, 194..? ""Ungersk Dikt""","Stockholm, 194..? ""Ungersk Dikt""",svéd,1
"Stockholm, Fritze 8:0","Stockholm, Fritze 8:0",svéd,1
"Stockholm, Fritze 8:o","Stockholm, Fritze 8:o",svéd,1
"Stockholm, Fritze Förlag 8:0","Stockholm, Fritze Förlag 8:0",svéd,1
"Stockholm, W. Siléne 8:0 136 siden","Stockholm, W. Siléne 8:0 136 siden",svéd,1
Strassburg,1904,német,1
Strassburg,1905,német,1
Strassburg,1910,német,15
Stuttgart,1850,német,2
Stuttgart,1879,német,47
Stuttgart,1890,német,1
Stuttgart,1891,német,4
Stuttgart,1892,német,1
Stuttgart,1893,német,3
Stuttgart,1894,német,1
Stuttgart,1895,német,2
Stuttgart,1897,német,12
Stuttgart,1898,német,2
Stuttgart,1899,német,1
Stuttgart,1900,német,1
Stuttgart,1902,német,1
Stuttgart,1953,német,14
Stuttgart,1960,német,1
Stuttgart,1961,német,1
Stuttgart,1962,német,1
Stuttgart,1963,német,1
Stuttgart,1964,német,1
Stuttgart,1965,német,38
Stuttgart,1966,német,4
Stuttgart,1967,német,1
Stuttgart,1968,német,1
Stuttgart,1969,német,7
Stuttgart,1970,német,1
Stuttgart,1971,német,2
Stuttgart,1974,német,1
Stuttgart,1975,német,1
Stuttgart,"NA",német,2
Stuttgart−Berlin,1951,német,2
Stuttgart−Berlin,1952,német,2
Stuttgart−Hamburg,1947,német,1
Stuttgart−Leipzig,1894,német,1
Stuttgart−Leipzig,1897,német,100
Stuttgart−Leipzig,1899,német,7
Stuttgart−Tübingen,1825,német,123
Stuttgart−Tübingen,1826,német,1
Stuttgart−Tübingen,1837,német,12
Stuttgart−Tübingen,1847,német,1
Stuttgart−Tübingen,1897,német,1
Stuttgart−Tübingen,1925,német,1
Subotica,1914,horvát,296
Subotica,193?,horvát,1
Subotica,1958,horvát,1
Subotica,1963,horvát,19
Subotica,1966,horvát,1
Subotica,"NA",horvát,1
Subotica-Beograd,1972,horvát,1
Subotica−Beograd,1966,horvát,1
Suceava,1949,román,1
Šumperk,1948,szlovák,1
"Supplemento a ""Comoedia""",1926,olasz,1
Sydney,195?,angol,1
Sydney,1953,angol,1
Sydney,1955,angol,113
Szakartvelo,Szakartvelo,grúz,1
Szeged,1808,német,1
Szeged,192?,latin,1
Szeged,1921,eszperantó,1
