normalized_city,year,nyelv,n
Москва,1963,orosz,228
Москва,1964,orosz,30
Москва,1965,orosz,174
Москва,1966,orosz,62
Москва,1967,orosz,33
Москва,1968,orosz,176
Москва,1969,orosz,217
Москва,1970,orosz,104
Москва,1971,orosz,603
Москва,1971,OROSZ,1
Москва,1972,orosz,227
Москва,1973,orosz,278
Москва,1974,orosz,53
Москва,1975,orosz,184
Москва,1976,orosz,121
Москва,1977,orosz,43
Москва,1978,orosz,1
Москва,1980,orosz,1
Москва,1981,orosz,1
"Москва Гослитиздат ""Антология вeнгeрскoй Поэзия"" стр. 404","Москва Гослитиздат ""Антология вeнгeрскoй Поэзия"" стр. 404.",orosz,1
Москва-−Ленинград,1925,orosz,1
Москва-Ленинград,1941,orosz,1
Москва-Ленинград,1945,orosz,1
Москва-Ленинград,1988,orosz,2
"Москва, ""Вестник Европы""",1907,orosz,1
"Москва, ""Звезда""",1939,orosz,1
"Москва, ""Красная Нива""",1923,orosz,1
"Москва, ""Новый Мир""",1940,orosz,1
"Москва, ""Резец""",1938,orosz,1
"Москва, ""Резец""",1939,orosz,1
"Москва, ""Русская Мысль""",1907,orosz,1
"Москва, Госкультиросветиздат ""Библиотека Самообразования"" стр. 314","Москва, Госкультиросветиздат ""Библиотека Самообразования"" стр. 314.",orosz,1
"Москва, Изд. Прогресс ""Приключения карандаша"" стр. 179","Москва, Изд. Прогресс ""Приключения карандаша"" стр. 179.",orosz,1
"Москва, Изд. Прогресс 8° 284+3 С","Москва, Изд. Прогресс 8° 284+3 С.",orosz,1
"Москва, Издат. ""Правда"" ""Избранные Стихи Ш. Петефи""","Москва, Издат. ""Правда"" ""Избранные Стихи Ш. Петефи""",orosz,1
"Москва, ОГИЗ ""Петефи Избранное""","Москва, ОГИЗ ""Петефи Избранное""",orosz,1
"Москва, ОГИЗ ""Петефи Избранные Переводы с Венгерского""","Москва, ОГИЗ ""Петефи Избранные Переводы с Венгерского""",orosz,1
"Москва, Советский Писател 8° 653+2 Стр","Москва, Советский Писател 8° 653+2 Стр.",orosz,1
"Москва, Советский Писатель",1951,orosz,1
"Москва,1934. ""ОГОНЕК"" № 20. Стр. 2/3","Москва,1934. ""ОГОНЕК"" № 20. Стр. 2/3",orosz,1
Москва−Ленинград,1851,orosz,1
Москва−Ленинград,1925,orosz,37
Москва−Ленинград,1926,orosz,1
Москва−Ленинград,1928,orosz,6
Москва−Ленинград,1929,orosz,1
Москва−Ленинград,1930,orosz,2
Москва−Ленинград,1931,orosz,4
Москва−Ленинград,1932,orosz,6
Москва−Ленинград,1940,orosz,3
Москва−Ленинград,1942,orosz,1
Москва−Ленинград,1945,orosz,1
Москва−Ленинград,1949,orosz,65
Москва−Ленинград,1950,orosz,1
Москва−Ленинград,1951,orosz,2
Москва−Ленинград,1952,orosz,9
Москва−Ленинград,1953,orosz,1
Москва−Ленинград,1982,orosz,1
Москваб,1952,orosz,1
Мосува,1952,orosz,1
"Настроений"" Стр 22/23","Настроений"" Стр 22/23",orosz,1
Нови Сад−Београд,1973,szerb,42
Новосибирск,1941,orosz,1
Одесса,1839,orosz,1
Одесса,1890,orosz,1
Оренбург,1959,orosz,1
Өzdәbmәşr,1934,üzbég,1
Панчево,1873,szerb,1
Панчево,1878,szerb,1
"Панчево, б. г. 2. Свезак","Панчево, б. г. 2. Свезак",szerb,1
Перев. Москва,1942,orosz,1
"Перевод Г. Лейбутина и О. Громова ""Собрание сочинений"" Том 1. стр. 475","Перевод Г. Лейбутина и О. Громова ""Собрание сочинений"" Том 1. стр. 475.",orosz,1
"Перевод и вступительная статья А. В. Луначарского, Москва−Ленинград",1925,orosz,1
Пешт,1860,szerb,1
Пешт,1861,szerb,1
Пловдив,1962,bolgár,1
Пловдив,1972,bolgár,1
Ростов,1910,orosz,2
С. Петербург,1873,orosz,1
С. Петербург,1875,orosz,4
С.-Петербург,1875,orosz,1
Саикт-Петербург,1897,orosz,1
Санкт Петербург,1897,orosz,4
Санкт-Нетербург,1897,orosz,1
Санкт-Петербург,1869,orosz,1
Санкт-Петербург,1873,orosz,32
Санкт-Петербург,1875,orosz,37
Санкт-Петербург,1876,orosz,1
Санкт-Петербург,1881,orosz,2
Санкт-Петербург,1882,orosz,7
Санкт-Петербург,1883,orosz,2
Санкт-Петербург,1885,orosz,1
Санкт-Петербург,1889,orosz,1
Санкт-Петербург,1893,orosz,1
Санкт-Петербург,1895,orosz,2
Санкт-Петербург,1897,orosz,48
Санкт-Петербург,1898,orosz,1
Санкт-Петербург,1903,orosz,2
Санкт-Петербург,1910,orosz,4
Санкт-Петербург,1911,orosz,2
Санкт-Петербург,1913,orosz,1
Санкт-Петербург,1914,orosz,1
"Санкт-Петербург, ""Вестник Иностранной Литературы""",1898,orosz,1
"Санкт-Петербург, ""Живописное Обозрение""",1899,orosz,1
"Санкт-Петербург, ""Русское Богатство""",1901,orosz,1
"Санкт-Петербург,1872. № 8. ""Дело""","Санкт-Петербург,1872. № 8. ""Дело""",orosz,1
"Санкт-Петербург,1888. № 2. стр. 307. ""Наблюдатель""","Санкт-Петербург,1888. № 2. стр. 307. ""Наблюдатель""",orosz,1
Санкт-Петербург−Москва,1882,orosz,1
Санкт-Петербушт,1882,orosz,1
"Санкт-Петербушт, ""Вестник Европы""",1892,orosz,1
"Санкт-Петербушт, ""Вестник Европы""",1896,orosz,1
"Санкт-Петербушт, ""Вестник Иностранной Литературы""",1896,orosz,1
"Санкт-Петербушт, ""Наблюдатель""",1888,orosz,1
Санкт-Ретербург,1897,orosz,1
Санкт−Петербург,1905,orosz,1
Свердловск,1930,orosz,2
Свердловск,1942,orosz,1
Свистуновои,1880,orosz,1
Сефия,1967,bolgár,1
Скопjе,1965,macedon,31
Скопjе,1972,makedón,104
Скопjе,1977,makedón,94
Скопе,1957,makedon,1
Скопје,1972,makedón,1
Слфия,1940,bolgár,1
Сосква,1951,orosz,1
Софиа,1959,bolgár,42
"Софиа, кнг. Биолиотека Цвитове М. Смрикаров 8°","Софиа, кнг. Биолиотека Цвитове М. Смрикаров 8°",bolgár,1
София,1823,bolgár,1
София,1918,bolgár,1
София,1919,bolgár,3
София,1922,bolgár,1
София,1923,bolgár,38
София,1927,bolgár,1
София,1929,bolgár,1
София,1930,bolgár,1
София,1933,bolgár,3
София,1934,bolgár,2
София,1935,bolgár,3
София,1936,bolgár,3
София,1938,bolgár,1
София,1940,bolgár,51
София,1941,bolgár,2
София,1942,bolgár,21
София,1943,bolgár,2
София,1944,bolgár,2
София,1945,bolgár,3
София,1946,bolgár,5
София,1947,bolgár,9
София,1948,bolgár,4
София,1949,bolgár,30
София,1950,bolgár,2
София,1951,bolgár,1
София,1952,bolgár,126
София,1952,orosz,1
София,1953,bolgár,70
София,1954,bolgár,69
София,1955,bolgár,18
София,1955,orosz,1
София,1956,bolgár,6
София,1957,bolgár,25
София,1958,bolgár,9
София,1959,bolgár,52
София,1960,bolgár,7
София,1961,bolgár,2
София,1962,bolgár,3
София,1963,bolgár,1
София,1964,bolgár,43
София,1965,bolgár,3
София,1966,bolgár,87
София,1967,bolgár,3
София,1968,bolgár,12
София,1969,bolgár,1
София,1970,bolgár,309
София,1971,bolgár,2
София,1972,bolgár,70
София,1973,bolgár,2
София,1974,bolgár,1
София,1977,bolgár,49
СофИя,1952,bolgár,1
"София, Народна Култура 8° 198+1 стр","София, Народна Култура 8° 198+1 стр.",bolgár,1
"София, о. г. Библиотека Световни Автори Знаменити Современни Романи 8° 280 стр","София, о. г. Библиотека Световни Автори Знаменити Современни Романи 8° 280 стр.",bolgár,1
"София, Унгарски Културен Институт ""Петофи"" стр. 52","София, Унгарски Културен Институт ""Петофи"" стр. 52.",bolgár,1
"София,1952. Народна Култура 8° 198+1 стр","София,1952. Народна Култура 8° 198+1 стр.",bolgár,1
София−Четиво,1945,bolgár,1
Сояия,1952,bolgár,1
Сталинобод,1955,tadzsik,1
Сталинобод,1956,tadzsik,2
Сталинобод,1961,tadzsik,1
Суботица,1940,szerb,1
Суботица,1965,szerb,1
"Суботица, Jугословенско − Маҕарски часопис ""Kalangya"" Минерва 8° 228 стр","Суботица, Jугословенско − Маҕарски часопис ""Kalangya"" Минерва 8° 228 стр.",szerb,1
Суботица−Београд,1960,szerb,1
Сыктывкар,1958,komi,10
Сынтывкар,1958,komi,26
Тaшкент,1943,orosz,1
Ташкент,1942,orosz,2
Ташкент,1958,üzbég,39
Ташкент,1965,üzbég,1
ТАШКЕНТ,1942,orosz,1
Тошкент,1964,üzbég,1
Тошкент,1965,üzbég,1
У Н.-Саду,1882,szerb,10
У Новом-Саду,1882,szerb,1
У. Н. Саду,1882,szerb,1
Удгород,1958,ukrán,1
Ужгород,1949,ukrán,78
Ужгород,1950,ukrán,2
Ужгород,1953,ukrán,1
Ужгород,1954,ukrán,14
Ужгород,1956,ukrán,1
Ужгород,1957,ukrán,1
Ужгород,1958,ukrán,2
Ужгород,1968,ukrán,4
Ужгород,1970,ukrán,177
Улаанбаатар,1950,mongol,2
Улаанбаатар,1953,mongol,22
Улаанбаатар,1958,mongol,1
Улаанбаатар,1961,mongol,30
Улаанватар,1953,mongol,1
УН. Саду,1882,szerb,1
Унгвар,1906,ukrán,1
Унгвар,1942,ukrán,1
Унгваръ,1942,ukrán,4
Фрунзе,1957,kirgiz,151
Фрунзе,1966,kirgiz,1
Фрунѕе,1957,kirgiz,12
Фрұнзе,1961,kirgiz,1
Харкiв,1930,ukrán,2
Харкiв,1960,ukrán,2
Харкiв−Киïв,1930,ukrán,1
Харків,1930,ukrán,2
Цетине,1955,szerb,2
Цетиңе,1955,szerb,28
Шупашкар,1953,csuvas,1
Шупашкар,1970,csuvas,14
NA,NA,angol,1
NA,NA,arab,54
NA,NA,bengáli,8
NA,NA,észt,1
NA,NA,francia,1
NA,NA,grúz,5
NA,NA,héber,46
NA,NA,holland,1
NA,NA,japán,1
NA,NA,kínai,11
NA,NA,koreai,1
NA,NA,német,13
NA,NA,olasz,1
NA,NA,örmény,27
NA,NA,orosz,1
NA,NA,pandzsábi,17
NA,NA,spanyol,1
NA,NA,türk,2
NA,NA,újgörög,26
