szerzo,magyar_cim,nyelv,count
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög és a három tót fiú − Erdélyi II.,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög és a vörössapka − Erdélyi III.,angol,1
NAGY László,Az ördög hárfái,szlovák,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög keresztapja − Szirmai: Felsőtiszai 229. l.,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög kilenc kérdése,szlovén,1
MAGYAR NÉPKÖLTÉS − PRÓZA,"Az ördög kilenc kérdése − Kriza: Vadrózsák II. 20. szám, 483. lap",német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög kilenc kérdése − Kriza: Vadrózsák MNGY. XII. 20. sz. 483. l.,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög kilenc kérdése − MNGY. XII. 483. l.,orosz,1
MÁNDY Iván,Az ördög konyhája,cseh,1
MÁNDY Iván,Az ördög konyhája,lengyel,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög meg a szegény ember − Kálmány: Alföld II. kötet,fehérorosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög meg a szegény ember − Kálmány: Alföld II. kötet,komi,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög meg a szegény ember − Kálmány: Alföld II. kötet,ukrán,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög meg a szegény ember − Kálmány: Alföld II. kötet,vietnami,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög meg a szegény ember − Kálmány: Alföld. II. köt.,orosz,2
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög meg a szegény ember − Kálmány: Alföld. II. köt.,bolgár,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög meg a szegény ember − Kálmány: Alföldi II.,ukrán,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög meg a szegény ember − Kálmány: Alföldi II.,üzbég,1
JÓKAI Mór,Az ördög menyasszonya,szlovák,1
JÓKAI Mór,Az ördög menyasszonya − Valdivia,német,3
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög-szerető − Arany László 10. sz. 116. l.,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög-szerető − Arany László 10. szám 116. lap,francia,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az ördög-szerető − Arany László 10. szám 116. lap,holland,1
GÁL László,Az öreg,eszperantó,1
ADY Endre,Az öreg Árvaság − A halottak élén,angol,1
HEGEDÜS Sándor,Az öreg betyár,francia,1
KISS József,Az öreg cimbalmos játszik,német,1
LOSONCZY László,Az öreg czimbalmos,német,1
MIKSZÁTH Kálmán,Az öreg Dankó bácsi,orosz,4
MIKSZÁTH Kálmán,Az öreg Dankó bácsi,kazah,1
MIKSZÁTH Kálmán,Az öreg Dankó bácsi,olasz,1
DÁN György,"Az öreg elmúlik, él a fiatal (?)",eszperantó,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az öreg ember meg a macskák (?) − ?,német,1
JÓKAI Mór,Az öreg férj (?),cseh,1
BALÁZS Béla,Az öreg gyermek,szlovák,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az öreg halász és a dicsekvő felesége (?) − Ortutay III. 367. l.,orosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az öreg halász és nagyravágyó felesége − Ortutay III. 367. lap,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az öreg halász meg a nagyravágyó felesége (?) − Ortutay: Magyar népköltés III. 367. l.,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az öreg katona − Kálmány: Hagyományok II.,angol,1
BERTALAN István,Az öreg klarinétos,orosz,1
MOLNÁR Ferenc,Az öreg kőfaragó,olasz,1
KRIZA János,Az öreg körtefa,német,1
BENEDEK Elek,Az öreg kovács,román,2
ADY Endre,"Az öreg Kunné − Szeretném, ha szeretnének",orosz,2
ADY Endre,"Az öreg Kunné − Szeretném, ha szeretnének",cseh,1
ADY Endre,"Az öreg Kunné − Szeretném, ha szeretnének",francia,1
ADY Endre,"Az öreg Kunné − Szeretném, ha szeretnének",német,1
ADY Endre,"Az öreg Kunné − Szeretném, ha szeretnének",olasz,1
ADY Endre,"Az öreg Kunné − Szeretném, ha szeretnének",spanyol,1
ADY Endre,"Az öreg Kunné − Szeretném, ha szeretnének",szlovák,1
ADY Endre,"Az öreg Kunné − Szeretném, ha szeretnének",ukrán,1
ADY Endre,"Az öreg Kúnné − Szeretném, ha szeretnének",cseh,1
ADY Endre,"Az öreg Kúnné − Szeretném, ha szeretnének",német,1
ADY Endre,"Az öreg Kúnné − Szeretném, ha szeretnének",orosz,1
KOVÁCS Dezső,Az öreg ló (?),román,1
TERSÁNSZKY JÓZSI Jenő,Az öreg Mária forintja,angol,1
TERSÁNSZKY JÓZSI Jenő,Az öreg Mária forintja,francia,1
TERSÁNSZKY JÓZSI Jenő,Az öreg Mária forintja,ido,1
FÁY András,Az öreg nyárfa,eszperantó,1
HERCZEG Ferenc,Az öreg oroszlán (?),olasz,1
GELLÉRI Andor Endre,Az öreg Panna tükre,francia,2
ILLÉS Béla,Az öreg paraszt és kisebbik fia (Zalka Máté),orosz,1
FENYŐ László,Az öreg pincér,eszperantó,1
MIKSZÁTH Kálmán,Az öreg Prikler néni,orosz,1
MIKSZÁTH Kálmán,Az öreg Prikler néni − Urak és parasztok,német,4
MIKSZÁTH Kálmán,Az öreg Prikler néni − Urak és parasztok,orosz,2
MADARÁSZ Emil,Az öreg tanító (vers),orosz,1
PETŐFI Sándor,Az öreg úr,német,10
PETŐFI Sándor,Az öreg úr,orosz,3
PETŐFI Sándor,Az öreg úr,angol,1
PETŐFI Sándor,Az öreg úr,azerbajdzsán,1
PETŐFI Sándor,Az öreg úr,olasz,1
PATAI József,Az öreg zsoltáros,román,2
KASSÁK Lajos,Az öregek,szlovák,1
MIKSZÁTH Kálmán,"Az öregek − Öreg szekér, fakó hám",szlovák,1
JÁNOSY István,Az öregek szeme (Vers),angol,1
JUHÁSZ Gyula,Az öregségről,szlovák,1
JUHÁSZ Gyula,Az öregségről 1924,szlovák,1
MAGYAR NÉPKÖLTÉS − VERS,Az orgonabokor alatt (?) − ?,német,1
DÉRY Tibor,Az óriás,lengyel,2
DÉRY Tibor,Az óriás,német,2
DÉRY Tibor,Az óriás,angol,1
DÉRY Tibor,Az óriás,holland,1
DÉRY Tibor,Az óriás,olasz,1
DÉRY Tibor,Az óriás,román,1
DÉRY Tibor,Az óriás,spanyol,1
DÉRY Tibor,Az óriás,török,1
BABITS Mihály,Az óriások költögetése − Nyugtalanság völgye,német,1
BABITS Mihály,Az óriások költögetése. Nyugtalanság völgye.,francia,1
SZÉP Ernő,Az örmény isten,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az őrök (?) − ?,angol,1
KOROMPAI József,Az örök élet érettségijén,spanyol,1
JÓZSEF Attila,Az örök elmúlás,szerb,1
BABITS Mihály,Az örök folyosó. Levelek Iris Koszorújából.,német,1
ADY Endre,Az örök gyermekség − A menekülő Élet,orosz,1
ADY Endre,"Az örök halál-menet − Szeretném, ha szeretnének",német,2
NAGY László,Az örök hiány köszörűjén,svéd,1
MÉCS László,Az örök Kolombus,holland,1
BÓKA László,Az örök láng (?),lengyel,1
ZILAHY Lajos,Az örök mese,olasz,1
WEÖRES Sándor,Az örök románca (?),olasz,2
SZOMBATI Sándor,Az örök szomjúság,francia,1
JUHÁSZ Gyula,Az örök szőnyeg,eszperantó,1
JUHÁSZ Gyula,Az örök szőnyeg,szlovák,1
JUHÁSZ Gyula,Az örök szőnyeg − Hárfa,japán,1
JUHÁSZ Gyula,Az örök szőnyeg − Hárfa,szlovák,1
TAMÁS Aladár,Az örök út (?),eszperantó,1
JUHÁSZ Gyula,Az örök visszatérés,szlovák,1
ARANY János,Az örök zsidó,német,2
KAMONDY László,Az örökbefogadott,német,1
VADNAI Károly,Az öröklés tana (Elbeszélések),cseh,1
ARANY János,Az örökség,cseh,1
MÁRAI Sándor,Az örökség (?),német,1
RÁKOSI Viktor,Az örökség (?),német,1
SZENTMIKLÓSSY Alajos,Az öröm,német,3
SZENTMIKLÓSSY Alajos,Az öröm (?),német,1
MAGYARODI,Az öröm fejér galambja,német,1
TÓTH Árpád,Az öröm illan,francia,3
TÓTH Árpád,Az öröm illan,cseh,1
TÓTH Árpád,Az öröm illan,román,1
TÓTH Árpád,Az Öröm illan,német,1
KASSÁK Lajos,Az örömhöz,horvát,1
KASSÁK Lajos,Az örömhöz,német,1
ADY Endre,Az örömtelenség öröme − A Minden-Titkok versei,cseh,1
ADY Endre,Az örömtelenség öröme − A Minden-Titkok versei,német,1
ADY Endre,Az örömtelenség öröme − A Minden-Titkok versei,román,1
FÁY András,Az oroszlán,német,1
NAGY Lajos,Az oroszlán,román,1
TÁBORI Pál,Az oroszlán és a keselyű (?),angol,1
FÁY András,Az oroszlán és kis eb,német,1
FÁY András,Az oroszlán és medve,német,1
FÁY András,Az oroszlán és szamár,német,1
FÁY András,Az oroszlán meg a medve,eszperantó,1
THURZÓ Gábor,Az oroszlán torka,német,2
THURZÓ Gábor,Az oroszlán torka,angol,1
THURZÓ Gábor,Az oroszlán torka,ukrán,1
THURZÓ Gábor,Az oroszlán torkában,angol,1
THURZÓ Gábor,Az oroszlán torkában,német,1
PETERDI Andor,Az orr,román,1
ILLYÉS Gyula,Az orsók ürügyén,orosz,1
ILLYÉS Gyula,Az orsók ürügyén 3. (részlet),szlovák,1
WEÖRES Sándor,Az ország a talpak alatt (?),olasz,1
BABITS Mihály,"Az ország, mappa szerint − Hazám",angol,1
PETŐFI Sándor,Az országgyűlés,olasz,1
PETŐFI Sándor,Az országgyűlés,román,1
PETŐFI Sándor,Az országgyűlés,szlovák,1
PETŐFI Sándor,Az országgyűléshez,német,7
PETŐFI Sándor,Az országgyűléshez,orosz,5
PETŐFI Sándor,Az országgyűléshez,bolgár,2
PETŐFI Sándor,Az országgyűléshez,román,2
PETŐFI Sándor,Az országgyűléshez,szlovák,2
PETŐFI Sándor,Az országgyűléshez,angol,1
PETŐFI Sándor,Az országgyűléshez,cseh,1
PETŐFI Sándor,Az országgyűléshez,olasz,1
PETŐFI Sándor,Az országgyűléshez,vietnami,1
WEÖRES Sándor,Az országhoz,román,1
PETŐFI Sándor,Az őrült,német,33
PETŐFI Sándor,Az őrült,angol,12
PETŐFI Sándor,Az őrült,olasz,12
PETŐFI Sándor,Az őrült,orosz,12
PETŐFI Sándor,Az őrült,bolgár,10
PETŐFI Sándor,Az őrült,francia,7
PETŐFI Sándor,Az őrült,lengyel,5
PETŐFI Sándor,Az őrült,svéd,4
PETŐFI Sándor,Az őrült,eszperantó,3
PETŐFI Sándor,Az őrült,észt,3
PETŐFI Sándor,Az őrült,horvát,3
PETŐFI Sándor,Az őrült,örmény,3
PETŐFI Sándor,Az őrült,szerb,3
PETŐFI Sándor,Az őrült,cseh,2
PETŐFI Sándor,Az őrült,holland,2
PETŐFI Sándor,Az őrült,japán,2
PETŐFI Sándor,Az őrült,román,2
PETŐFI Sándor,Az őrült,arab,1
PETŐFI Sándor,Az őrült,héber,1
PETŐFI Sándor,Az őrült,jiddis,1
PETŐFI Sándor,Az őrült,kínai,1
PETŐFI Sándor,Az őrült,koreai,1
PETŐFI Sándor,Az őrült,lett,1
PETŐFI Sándor,Az őrült,moldva,1
PETŐFI Sándor,Az őrült,szlovák,1
PETŐFI Sándor,Az őrült,türkmén,1
BALÁZS Sándor,Az őrült bölcs (?),német,1
JÓZSEF Attila,Az őrült hajótörött,szerb,1
JÓKAI Mór,Az őrült nő (?),cseh,1
VAS István,Az őrült város,angol,1
SURÁNYI Miklós,Az örvény,olasz,1
GERGELY Sándor,Az örvény (?),német,1
ÁPRILY Lajos,Az orvhalász,cseh,1
ZILAHY Lajos,Az orvhalász (?),spanyol,1
SIPKAY Barna,Az orvos,német,1
HELTAI Jenő,Az orvos és a halál,portugál,1
FEKETE Gyula,Az orvos halála,bolgár,3
FEKETE Gyula,Az orvos halála,orosz,3
FEKETE Gyula,Az orvos halála,angol,2
FEKETE Gyula,Az orvos halála,szlovák,2
FEKETE Gyula,Az orvos halála,cseh,1
FEKETE Gyula,Az orvos halála,lett,1
FEKETE Gyula,Az orvos halála,német,1
FEKETE Gyula,Az orvos halála,olasz,1
BRÓDY Sándor,Az ős,német,1
KARINTHY Frigyes,Az ős ember,orosz,1
ADY Endre,Az ős Kaján − Vér és arany,német,9
ADY Endre,Az ős Kaján − Vér és arany,angol,5
ADY Endre,Az ős Kaján − Vér és arany,olasz,5
ADY Endre,Az ős Kaján − Vér és arany,francia,3
ADY Endre,Az ős Kaján − Vér és arany,horvát,3
ADY Endre,Az ős Kaján − Vér és arany,román,3
ADY Endre,Az ős Kaján − Vér és arany,szlovák,3
ADY Endre,Az ős Kaján − Vér és arany,ukrán,2
ADY Endre,Az ős Kaján − Vér és arany,bengáli,1
ADY Endre,Az ős Kaján − Vér és arany,cseh,1
ADY Endre,Az ős Kaján − Vér és arany,lengyel,1
ADY Endre,Az ős Kaján − Vér és arany,orosz,1
ADY Endre,Az ős Kaján − Vér és arany,spanyol,1
KARINTHY Frigyes,Az ősember,román,2
KARINTHY Frigyes,Az ősember,szlovák,1
SZÉKELY László−LULOFS M. H.,Az őserdő rabjai (?),holland,1
HERCZEG Ferenc,Az őserdőben − Tűz a pusztában,spanyol,1
HERCZEG Ferenc,Az őserdőben. Tűz a pusztában,portugál,1
HERCZEG Ferenc,Az őserdőben. Tűz a pusztában,spanyol,1
BÁRD Miklós,Az ősi dal (?),angol,2
BALÁZS Béla,Az ősök,szlovák,1
GÁSPÁR Imre,Az ősök csarnokában (?),német,1
TÓTH Árpád,Az ősök ritmusa,német,1
JÓKAI Mór,Az ostor (?),spanyol,1
KACZÉR Illés,Az ostrom (?),angol,1
GYULAI Pál,Az ősz,német,1
TÓTH Kálmán,Az ősz,francia,1
VÖRÖSMARTY Mihály,Az ősz bajnok,német,2
ADY Endre,Az ősz muzsikája − A halottak élén,cseh,1
ADY Endre,Az Ősz muzsikája − A halottak élén,román,2
ADY Endre,Az Ősz muzsikája − A halottak élén,angol,1
ADY Endre,Az Ősz szerelmei − A menekülő Élet,horvát,1
ADY Endre,Az Ősz szerelmei − A Minden-Titkok versei,angol,1
KOVÁCS Vilmos,Az ősz titka,orosz,1
ÁPRILY Lajos,Az őszi hang,cseh,1
ADY Endre,Az őszi lárma − Új versek,román,1
ADY Endre,Az őszi lárma − Vér és arany,román,7
ADY Endre,Az őszi lárma − Vér és arany,német,6
ADY Endre,Az őszi lárma − Vér és arany,angol,3
ADY Endre,Az őszi lárma − Vér és arany,eszperantó,3
ADY Endre,Az őszi lárma − Vér és arany,héber,1
ADY Endre,Az őszi lárma − Vér és arany,olasz,1
ADY Endre,Az őszi lárma − Vér és arany,orosz,1
ADY Endre,Az őszi rózsák − Az Illés szekerén,német,5
ADY Endre,Az őszi rózsák − Az Illés szekerén,román,4
ADY Endre,Az őszi rózsák − Az Illés szekerén,angol,2
ADY Endre,Az őszi rózsák − Az Illés szekerén,orosz,2
ADY Endre,Az őszi rózsák − Az Illés szekerén,cseh,1
ADY Endre,Az őszi rózsák − Az Illés szekerén,lengyel,1
ADY Endre,Az őszi rózsák − Az Illés szekerén,olasz,1
ADY Endre,Az őszi rózsák − Az Illés szekerén,szlovák,1
SOMLYÓ Zoltán,Az őszi síp,francia,2
SOMLYÓ Zoltán,Az őszi síp,héber,1
BABITS Mihály,"Az őszi tücsökhöz − Herceg, hátha megjön a Tél is",japán,1
BABITS Mihály,"Az őszi tücsökhöz. Herceg, hátha megjön a tél is.",német,2
BABITS Mihály,"Az őszi tücsökhöz. Herceg, hátha megjön a tél is.",japán,1
HIDAS Antal,Az osztály szíve − vers,orosz,1
ILKU Pál,Az osztály zendülői,cseh,1
ILKU Pál,Az osztály zendülői,lengyel,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány − Hagyományok I. 36. sz. 120. lap,fehérorosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. sz.,üzbég,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. sz. 120. l.,komi,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. sz. 120. l.,tatár,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. sz. 120. l.,vietnami,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. sz. 120. lap,orosz,4
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. sz. 120. lap,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. sz. 120. lap,bolgár,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. sz. 120. lap,francia,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. sz. 120. lap,kínai,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. szám,litván,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. szám,orosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az osztozkodó medvék és a róka − Kálmány: Hagyományok I. 36. szám,ukrán,1
KÖNNYŰ László,Az osztrák leány (?),német,1
CSUKA Zoltán,Az öszvér,horvát,1
CSUKA Zoltán,Az öszvér,szlovák,1
EGRI Viktor,Az ötfülű korsó,szlovák,1
GÁBOR Andor,Az ötlet (?),orosz,1
SÁNTA Ferenc,Az ötödik pecsét,francia,2
SÁNTA Ferenc,Az ötödik pecsét,lengyel,2
SÁNTA Ferenc,Az ötödik pecsét,cseh,1
SÁNTA Ferenc,Az ötödik pecsét,szlovák,1
KÁROLY Sándor,Az ötszázadik emelet,német,1
SZÁNTÓ György,Az ötszínű ember,lengyel,2
MAGYAR NÉPKÖLTÉS − VERS,Az ottfelejtett kalap (?) – Limbay: Magy. Daltár II. 28. lap,finn,1
ÖRKÉNY István,Az otthon,orosz,1
MAKAI Emil,Az öv,francia,1
MAGYAR NÉPKÖLTÉS − VERS,Az Óvatos − Bartók,német,1
SZABÓ Magda,Az őz,olasz,4
SZABÓ Magda,Az őz,angol,3
SZABÓ Magda,Az őz,dán,3
SZABÓ Magda,Az őz,holland,2
SZABÓ Magda,Az őz,horvát,2
SZABÓ Magda,Az őz,német,2
SZABÓ Magda,Az őz,spanyol,2
RÓNAY György,Az őz,francia,1
SZABÓ Magda,Az őz,finn,1
SZABÓ Magda,Az őz,francia,1
SZABÓ Magda,Az őz,lengyel,1
SZABÓ Magda,Az őz,román,1
SZABÓ Magda,Az őz,svéd,1
SZABÓ Magda,Az őz,szlovén,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az őzike és nővére (?) − Dégh Linda UMNGY. VIII. 155. l.,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az őzike testvér − UMNGY. VIII. 155. lap,német,1
WEÖRES Sándor,Az özönvíz,svéd,2
PETŐFI Sándor,Az özvegy,német,9
PETŐFI Sándor,Az özvegy,olasz,2
PETŐFI Sándor,Az özvegy,angol,1
PETŐFI Sándor,Az özvegy,cseh,1
PETŐFI Sándor,Az özvegy,francia,1
PETŐFI Sándor,Az özvegy,héber,1
PETŐFI Sándor,Az özvegy,román,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az özvegy ember és az árva lány − Erdélyi III.,angol,1
FÁY András,Az özvegy galamb,német,1
THURY Zoltán,Az özvegy javára,német,1
BÁTHORY Nándorné,Az özvegyasszony két lánya,szlovák,1
KOHÁRY István,Az szerencse,német,1
ILLÉS Béla,Az üdülő,német,1
ÚJVÁRI Imre László,Az üdülő titka,orosz,1
LATOR László,Az udvar,orosz,2
KARINTHY Frigyes,Az udvarias kínai,román,1
GARAI Gábor,Az üdvjelentő angyal,francia,1
JÓKAI Mór,Az ügyes gazda (?),cseh,1
MIKSZÁTH Kálmán,Az ügyes-bajos ember − Urak és parasztok,német,1
BALÁZS Béla,Az ügyetlen isten,szlovák,1
FÁY András,Az ügyvéd,angol,1
KERTÉSZ Ákos,Az új,német,1
KARINTHY Frigyes,Az új élet,angol,1
BARTALIS János,Az új élet köszöntése (?),olasz,1
PALÁGYI Lajos,Az új étkezés (?),francia,1
WEÖRES Sándor,Az új ezredév szelleme,finn,1
FÁY András,Az új foglalás neme,német,1
JÓKAI Mór,Az új földesúr,orosz,4
JÓKAI Mór,Az új földesúr,finn,3
JÓKAI Mór,Az új földesúr,német,3
JÓKAI Mór,Az új földesúr,szlovák,3
JÓKAI Mór,Az új földesúr,francia,2
JÓKAI Mór,Az új földesúr,török,2
JÓKAI Mór,Az új földesúr,angol,1
JÓKAI Mór,Az új földesúr,cseh,1
JÓKAI Mór,Az új földesúr,dán,1
JÓKAI Mór,Az új földesúr,holland,1
JÓKAI Mór,Az új földesúr,lengyel,1
JÓKAI Mór,Az új földesúr,olasz,1
JÓKAI Mór,Az új földesúr,rutén,1
JÓKAI Mór,Az új földesúr,svéd,1
JÓKAI Mór,Az új földesúr,szerb,1
MAGYAR NÉPKÖLTÉS − VERS,Az új Héloise (?) − ?,francia,1
ADY Endre,Az új hitvallás − Népszava 1908. V. 10.,román,1
DÉRY Tibor,Az új hivatal (?),litván,1
TÓTH Árpád,Az új isten,eszperantó,1
TÓTH Árpád,Az új isten,orosz,1
TÓTH Árpád,Az új isten,román,1
TÓTH Árpád,Az új isten,spanyol,1
TÓTH Árpád,Az új Isten,cseh,1
TÓTH Árpád,Az új Isten,német,1
TÓTH Árpád,Az új Isten,ukrán,1
TÓTH Árpád,Az új Isten − Az öröm illan,szlovák,1
ADY Endre,Az új kísértet − A menekülő Élet,német,3
ADY Endre,Az új kísértet − A menekülő Élet,román,3
ADY Endre,Az új kísértet − A menekülő Élet,orosz,1
ADY Endre,Az új kísértet − A menekülő Élet,ukrán,1
ADY Endre,Az új Kísértet − A menekülő Élet,angol,1
ADY Endre,Az új Kísértet − A menekülő Élet,román,1
ADY Endre,Az új kísértet − A menekülő Élet (4. szakasz utolsó három sora és 8. szakasz),cseh,1
ÖRKÉNY István,Az új lakó,német,1
ÖRKÉNY István,Az új lakó,román,1
BALÁZS Anna,Az új leány (?),német,1
TAMÁSI Áron,Az új lelkész érkezése,német,1
ILLYÉS Gyula,Az új nemzetgyűléshez,olasz,1
MIKSZÁTH Kálmán,Az új nemzetközi nyelv (?),olasz,1
MÓRICZ Zsigmond,Az új nézők (?),orosz,1
HÁY Gyula,Az új paradicsom (?),német,1
ADY Endre,Az új program,angol,1
LECHNER Gyula,Az új ruha (?),német,1
VOJNOVICH Géza,Az új sarj (?),francia,1
LISZNYAI Kálmán,Az új szirén (?) (Shelley),német,1
FÜST Milán,Az új szobrászhoz (?),német,2
FÜST Milán,Az új szobrászhoz!,német,1
VÖRÖSMARTY Mihály,Az újítás ellenségeihez,román,2
HAJNAL Anna,Az újjászületés napjaiból,német,1
KRÚDY Gyula,Az újságíró és a halál,angol,1
KRÚDY Gyula,Az újságíró és a halál,francia,1
KRÚDY Gyula,Az újságíró és a halál,német,1
DEMETER Imre,Az újságolvasás művészete,francia,1
TÓTH Judit,Az újszülötthöz,angol,1
BERZSENYI Dániel,Az ulmai ütközet 1805. okt. 14.,latin,1
BERZSENYI Dániel,Az ulmai ütközet 1805. okt. 14.,német,1
FÁY András,Az unalom,német,1
VÖRÖSMARTY Mihály,Az unalomhoz,román,2
VÖRÖSMARTY Mihály,Az unalomhoz,német,1
VÖRÖSMARTY Mihály,Az unalomhoz,orosz,1
ADY Endre,Az undor óráiban − Ki látott engem?,román,1
RADNÓTI Miklós,Az undor virágaiból,olasz,1
RADNÓTI Miklós,Az undor virágaiból − Tajtékos ég,cseh,1
TOMPA Mihály,Az ünnep (?),kazah,1
TOMPA Mihály,Az ünnep (?),orosz,1
ARANY János,Az ünneprontók,német,2
ARANY János,Az ünneprontók,olasz,1
ARANY János,Az ünneprontók,orosz,1
MÓRICZ Zsigmond,Az úr a tornácon,román,1
ADY Endre,Az úr érkezése − Az Illés szekerén,angol,2
ADY Endre,Az Úr érkezése − Az Illés szekerén,olasz,6
ADY Endre,Az Úr érkezése − Az Illés szekerén,angol,4
ADY Endre,Az Úr érkezése − Az Illés szekerén,francia,4
ADY Endre,Az Úr érkezése − Az Illés szekerén,német,3
ADY Endre,Az Úr érkezése − Az Illés szekerén,cseh,2
ADY Endre,Az Úr érkezése − Az Illés szekerén,eszperantó,2
ADY Endre,Az Úr érkezése − Az Illés szekerén,japán,2
ADY Endre,Az Úr érkezése − Az Illés szekerén,lengyel,2
ADY Endre,Az Úr érkezése − Az Illés szekerén,román,2
ADY Endre,Az Úr érkezése − Az Illés szekerén,héber,1
ADY Endre,Az Úr érkezése − Az Illés szekerén,makedón,1
ADY Endre,Az Úr érkezése − Az Illés szekerén,svéd,1
ADY Endre,Az Úr érkezése − Az Illés szekerén,szlovák,1
SZAMOSKÖZI István,Az Úr feltámadott,német,1
ADY Endre,Az Úr Illésként elviszi mind − Az Illés szekerén,eszperantó,1
VÁRADI Antal,Az Úr ítélete (?),német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az Úr Jézus Krisztus és a parasztgyerek − Ortutay: Fedics UMNGY. I. 130. l. 2. sz.,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az Úr Jézus Krisztus és a parasztgyerek − UMNGY. I. 130. l.,orosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,"Az Úr Jézus Krisztus és a parasztgyerek − UMNGY. I. 2. szám, 130. lap",német,1
NAGY István,Az Úr megsegítette,román,1
GARAI Gábor,Az űr vizeiben,francia,1
THURY Zoltán,Az urak,román,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az urak mög a nádas − Berze-Nagy II. 586. l.,orosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az urak mög a nádas − Berze-Nagy: Baranyai mondák 15. 586. lap,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az urak mög a nádás − Berze−Nagy: Baranyai II. Mondák 15. sz. 585. l.,angol,1
VÉRTESI Arnold,Az urak polemizálnak,német,1
VÉRTESI Arnold,Az urak polemizálnak,román,1
ADY Endre,"Az Uraknak ura − Szeretném, ha szeretnének",angol,1
ADY Endre,"Az Uraknak Ura − Szeretném, ha szeretnének",angol,1
ADY Endre,"Az Uraknak Ura − Szeretném, ha szeretnének",cseh,1
ADY Endre,"Az Uraknak Ura − Szeretném, ha szeretnének",francia,1
ADY Endre,"Az Uraknak Ura − Szeretném, ha szeretnének",lengyel,1
PALÁGYI Lajos,Az uralkodó mondja: (?),francia,1
FÁY András,Az ürge,német,2
FÁY András,Az ürge és vakondok,német,1
VÖRÖSMARTY Mihály,Az úri hölgyhöz,német,4
JÓKAI Mór,Az úrnő − Milyenek a nők?,német,2
JÓKAI Mór,Az úrnő − Milyenek a nők?,angol,1
VAJDA János,Az üstökös,német,6
VAJDA János,Az üstökös,angol,3
VAJDA János,Az üstökös,francia,3
HARSÁNYI Zsolt,Az üstökös,német,2
VAJDA János,Az üstökös,eszperantó,2
VAJDA János,Az üstökös,japán,2
