szerzo,magyar_cim,nyelv,count
VAJDA János,Az üstökös,román,2
VAJDA János,Az üstökös,finn,1
VAJDA János,Az üstökös,kazah,1
VAJDA János,Az üstökös,orosz,1
ZAY László,Az üstökös,német,1
ZALKA Máté,Az üstökösök visszatérnek − regény,orosz,2
CSURKA István,Az uszálykormányos,angol,1
CSURKA István,Az uszálykormányos,bolgár,1
CSURKA István,Az uszálykormányos,francia,1
CSURKA István,Az uszálykormányos,japán,1
CSURKA István,Az uszálykormányos,lengyel,1
CSURKA István,Az uszálykormányos,szlovén,1
BAGHY Gyula,Az út kezdete (?),eszperantó,1
KASSÁK Lajos,Az utak ismeretlenek voltak (?),eszperantó,1
PETŐFI Sándor,Az utánzókhoz,német,22
PETŐFI Sándor,Az utánzókhoz,orosz,11
PETŐFI Sándor,Az utánzókhoz,olasz,5
PETŐFI Sándor,Az utánzókhoz,ukrán,4
PETŐFI Sándor,Az utánzókhoz,angol,2
PETŐFI Sándor,Az utánzókhoz,cseh,2
PETŐFI Sándor,Az utánzókhoz,francia,2
PETŐFI Sándor,Az utánzókhoz,kazah,2
PETŐFI Sándor,Az utánzókhoz,örmény,2
PETŐFI Sándor,Az utánzókhoz,román,2
PETŐFI Sándor,Az utánzókhoz,arab,1
PETŐFI Sándor,Az utánzókhoz,bolgár,1
PETŐFI Sándor,Az utánzókhoz,fehérorosz,1
PETŐFI Sándor,Az utánzókhoz,héber,1
PETŐFI Sándor,Az utánzókhoz,kirgiz,1
PETŐFI Sándor,Az utánzókhoz,lengyel,1
PETŐFI Sándor,Az utánzókhoz,moldva,1
PETŐFI Sándor,Az utánzókhoz,szlovák,1
PETŐFI Sándor,Az utánzókhoz,török,1
PETŐFI Sándor,Az utánzókhoz,türkmén,1
PETŐFI Sándor,Az utánzókhoz,udmurt,1
HERCEG János,Az utas letér az útról (?),szerb,1
NÉMETH László,Az utazás,angol,1
NÉMETH László,Az utazás,francia,1
ACZÉL Tamás,Az utazás előtt (?),német,1
ORBÁN Ottó,Az utazó,orosz,1
FÁY András,Az utazott lazaczok,német,1
TASS József,Az utca,orosz,1
PETRY Anna,Az utca (?),héber,1
PETRY Anna,Az utca (?),spanyol,1
NEMES NAGY Ágnes,Az utca arányai,francia,1
ADY Endre,Az utca éneke − Az Illés szekerén,román,8
ADY Endre,Az utca éneke − Az Illés szekerén,horvát,3
ADY Endre,Az utca éneke − Az Illés szekerén,spanyol,3
ADY Endre,Az utca éneke − Az Illés szekerén,német,2
ADY Endre,Az utca éneke − Az Illés szekerén,cseh,1
ADY Endre,Az utca éneke − Az Illés szekerén,francia,1
ADY Endre,Az utca éneke − Az Illés szekerén,lengyel,1
ADY Endre,Az utca éneke − Az Illés szekerén,makedón,1
ADY Endre,Az utca éneke − Az Illés szekerén,szlovák,1
ADY Endre,Az utca éneke − Az Illés szekerén,ukrán,1
KISS József,Az utcán,német,1
BARNA Izidor,Az utcán (?),francia,1
DSIDA Jenő,Az utcaseprő (?),olasz,1
WEÖRES Sándor,Az ütem istennője,svéd,2
WEÖRES Sándor,Az ütem istennője,holland,1
ADY Endre,Az ütések alatt − A halottak élén,ukrán,1
KARINTHY Frigyes,Az ütközet,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az utóirat (?) − ?,német,1
PETŐFI Sándor,Az utolsó alamizsna,német,18
PETŐFI Sándor,Az utolsó alamizsna,angol,6
PETŐFI Sándor,Az utolsó alamizsna,olasz,3
PETŐFI Sándor,Az utolsó alamizsna,szlovák,3
PETŐFI Sándor,Az utolsó alamizsna,cseh,1
PETŐFI Sándor,Az utolsó alamizsna,francia,1
FODOR József,Az utolsó álom (?),lengyel,1
HERCZEG Ferenc,Az utolsó bál − Mutamur,német,2
HERCZEG Ferenc,Az utolsó bál − Mutamur,finn,1
JÓSIKA Miklós,Az utolsó Báthory,lengyel,1
JÓSIKA Miklós,Az utolsó Báthory,német,1
MÓRICZ Zsigmond,Az utolsó betyár,orosz,2
LOVIK Károly,Az utolsó betyár,francia,1
MÓRICZ Zsigmond,Az utolsó betyár,bolgár,1
MÓRICZ Zsigmond,Az utolsó betyár,örmény,1
MÓRICZ Zsigmond,Az utolsó betyár,román,1
MÓRICZ Zsigmond,Az utolsó betyár,ukrán,1
HELTAI Jenő,Az utolsó bohém,olasz,2
HELTAI Jenő,Az utolsó bohém,spanyol,1
JÓKAI Mór,Az utolsó budai basa − Novellák,német,2
JÓKAI Mór,Az utolsó budai basa − Novellák,észt,1
JÓKAI Mór,Az utolsó budai basa − Novellák,lengyel,1
JÓKAI Mór,Az utolsó budai basa − Novellák,szerb,1
JÓKAI Mór,Az utolsó cigányország,szerb,1
CSURKA István,Az utolsó cím,német,1
JÓKAI Mór,Az utolsó csatár − Dekameron III.,francia,1
MOLNÁR Ferenc,Az utolsó délután,német,1
TORMAY Cécile,Az utolsó dereglye (?),olasz,1
HUSZÁR Sándor,Az utolsó éjszaka,román,1
TABÁK András,Az utolsó éjszaka,orosz,1
PETŐFI Sándor,Az utolsó ember,német,12
PETŐFI Sándor,Az utolsó ember,orosz,5
PETŐFI Sándor,Az utolsó ember,horvát,3
PETŐFI Sándor,Az utolsó ember,angol,2
PETŐFI Sándor,Az utolsó ember,olasz,2
PETŐFI Sándor,Az utolsó ember,román,2
PETŐFI Sándor,Az utolsó ember,bolgár,1
PETŐFI Sándor,Az utolsó ember,cseh,1
PETŐFI Sándor,Az utolsó ember,francia,1
PETŐFI Sándor,Az utolsó ember,héber,1
PETŐFI Sándor,Az utolsó ember,lengyel,1
PETŐFI Sándor,Az utolsó ember,szerb,1
PETŐFI Sándor,Az utolsó ember,ukrán,1
JÓKAI Mór,Az utolsó ének (?),cseh,1
KOSZTOLÁNYI Dezső,Az utolsó fölolvasás − Esti Kornél kalandjai,német,1
ADY Endre,Az utolsó hajók,angol,5
ADY Endre,Az utolsó hajók,francia,3
ADY Endre,Az utolsó hajók,olasz,3
ADY Endre,Az utolsó hajók,bolgár,1
ADY Endre,Az utolsó hajók,lengyel,1
ADY Endre,Az utolsó hajók,szerb,1
ADY Endre,Az utolsó hajók,szlovák,1
ADY Endre,Az utolsó hajók,ukrán,1
ADY Endre,Az utolsó hajók − ---,angol,1
ADY Endre,Az utolsó hajók − Az Illés szekerén,horvát,1
ADY Endre,Az utolsó hajók − Az Illés szekerén,román,1
ADY Endre,Az utolsó hajók − Az utolsó hajók,francia,1
ADY Endre,Az utolsó hajók − Vér és arany,olasz,1
SZOMORY Dezső,Az utolsó Hammerstein (?),román,1
LÉVAY József,Az utolsó ibolya,német,1
KAMONDY László,Az utolsó játszma,német,2
KAMONDY László,Az utolsó játszma,japán,1
KAMONDY László,Az utolsó játszma,orosz,1
VÁRADI Antal,Az utolsó kaland (?),román,1
ERDÉLYI József,Az utolsó királysas,német,1
NYÍRŐ József,Az utolsó kívánság,angol,1
NYÍRŐ József,Az utolsó kívánság,francia,1
NYÍRŐ József,Az utolsó kívánság,portugál,1
KARINTHY Ferenc,Az utolsó Kollonits,francia,1
KARINTHY Ferenc,Az utolsó Kollonits,olasz,1
KARINTHY Ferenc,Az utolsó Kollonits,orosz,1
MÉCS László,Az utolsó költő,olasz,2
REVICZKY Gyula,Az utolsó költő − Változatok,német,1
ÁPRILY Lajos,Az utolsó körben,cseh,1
MAGOS Ernő,Az utolsó krakuszdal,lengyel,1
ADY Endre,Az utolsó kuruc − A Minden-Titkok versei,lengyel,2
ADY Endre,Az utolsó kuruc − A Minden-Titkok versei,cseh,1
KÁRPÁTI Aurél,Az utolsó lecke,francia,1
KÁRPÁTI Aurél,Az utolsó lecke,portugál,1
MÓRA Ferenc,Az utolsó lopás,lengyel,1
MÓRA Ferenc,Az utolsó lopás,ukrán,1
MIKSZÁTH Kálmán,Az utolsó lovag − Az apró gentry és a nép,német,1
MIKSZÁTH Kálmán,Az utolsó lovag − Az apró gentry és a nép,román,1
TABI László,Az utolsó lovasúti ló (?),német,1
ÖRKÉNY István,Az utolsó meggymag,olasz,1
ÖRKÉNY István,Az utolsó meggymag,román,1
FARKAS Pál,Az utolsó menüett,olasz,1
JÓKAI Mór,Az utolsó mór királyok,német,3
ADY Endre,Az utolsó mosoly − Új versek,román,6
ADY Endre,Az utolsó mosoly − Új versek,francia,4
ADY Endre,Az utolsó mosoly − Új versek,cseh,3
ADY Endre,Az utolsó mosoly − Új versek,német,3
ADY Endre,Az utolsó mosoly − Új versek,spanyol,2
ADY Endre,Az utolsó mosoly − Új versek,angol,1
ADY Endre,Az utolsó mosoly − Új versek,horvát,1
ADY Endre,Az utolsó mosoly − Új versek,szlovák,1
ADY Endre,Az utolsó mosoly − Új versek,szlovén,1
TÓTH Judit,Az utolsó nap,francia,1
TÓTH Judit,Az utolsó nap (?),francia,1
CZÓBEL Minka,Az utolsó nyár (?),német,1
KOMÁROMI János,Az utolsó órában (?),francia,1
HALASI Mária,Az utolsó padban,dán,2
HALASI Mária,Az utolsó padban,spanyol,2
HALASI Mária,Az utolsó padban,finn,1
HALASI Mária,Az utolsó padban,német,1
HALASI Mária,Az utolsó padban,norvég,1
HALASI Mária,Az utolsó padban,olasz,1
HALASI Mária,Az utolsó padban,orosz,1
MOLNÁR Ferenc,Az utolsó percek,spanyol,2
MOLNÁR Ferenc,Az utolsó percek,német,1
MOLNÁR Ferenc,Az utolsó percek,portugál,1
GÁSPÁR Jenő,Az utolsó próba,francia,1
ADY Endre,Az utolsó reggelen − Az Illés szekerén,francia,1
ADY Endre,Az utolsó reggelen − Az Illés szekerén,horvát,1
ADY Endre,Az utolsó reggelen − Az Illés szekerén,német,1
ADY Endre,Az utolsó reggelen − Az Illés szekerén,román,1
ADY Endre,Az utolsó reggelen − Az Illés szekerén,szerb,1
ADY Endre,Az utolsó reggelen − Az Illés szekerén,szlovák,1
ÚJVÁRI Imre László,Az utolsó roham,orosz,1
ADY Endre,Az utolsó sereg − Ki látott engem?,olasz,1
ADY Endre,Az utolsó sereg − Ki látott engem?,román,1
ADY Endre,Az utolsó sereg − Ki látott engem?,szerb,1
NYÍRŐ József,Az utolsó sorokban (?),német,1
MÓRA Ferenc,Az utolsó szegedi bég,örmény,1
MÓRA Ferenc,Az utolsó szegedi bég,orosz,1
MÓRA Ferenc,Az utolsó szegedi bég,tadzsik,1
KRÚDY Gyula,Az utolsó szivar az Arabs Szürkében,angol,2
GYÓNI Géza,Az utolsó tánc (?),bolgár,1
ADY Endre,Az utolsó tavasz,cseh,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Az utolsó tündér − Kőváry: Száz tört.,francia,1
HERCZEG Ferenc,Az utolsó villamoskocsi − Tűz a pusztában,francia,1
HERCZEG Ferenc,Az utolsó villamoskocsi − Tűz a pusztában,olasz,1
PETŐFI Sándor,Az utolsó virágok,német,7
PETŐFI Sándor,Az utolsó virágok,orosz,7
PETŐFI Sándor,Az utolsó virágok,olasz,4
PETŐFI Sándor,Az utolsó virágok,eszperantó,3
PETŐFI Sándor,Az utolsó virágok,angol,1
PETŐFI Sándor,Az utolsó virágok,francia,1
PETŐFI Sándor,Az utolsó virágok,spanyol,1
ÖRKÉNY István,Az utolsó vonat,német,2
ÖRKÉNY István,Az utolsó vonat,francia,1
ÖRKÉNY István,Az utolsó vonat,lengyel,1
PETŐFI Sándor,Az volt a nagy-nagy munka,fehérorosz,1
PETŐFI Sándor,"Az volt a nagy, nagy munka",német,8
PETŐFI Sándor,"Az volt a nagy, nagy munka",orosz,5
PETŐFI Sándor,"Az volt a nagy, nagy munka",ukrán,3
PETŐFI Sándor,"Az volt a nagy, nagy munka",angol,2
PETŐFI Sándor,"Az volt a nagy, nagy munka",holland,1
PETŐFI Sándor,"Az volt a nagy, nagy munka",moldva,1
PETŐFI Sándor,"Az volt a nagy, nagy munka",olasz,1
DUTKA Ákos,Az yperni Krisztus előtt,német,1
PAP Károly,Azarel,francia,1
MAGYAR NÉPKÖLTÉS − VERS,"Azért csillag, hogy ragyogjon",olasz,2
MAGYAR NÉPKÖLTÉS − VERS,"Azért csillag, hogy ragyogjon",orosz,1
MAGYAR NÉPKÖLTÉS − VERS,"Azért csillag, hogy ragyogjon",svéd,1
JUHÁSZ Gyula,Azért szeretlek Anna...,szlovák,1
MAGYAR NÉPKÖLTÉS − VERS,"Azért, hogy egy kicsit ragyás − Erdélyi II. 33.",német,1
MAGYAR NÉPKÖLTÉS − VERS,"Azért, hogy egy kicsit ragyás − Erdélyi II. 33. dal",finn,1
MAGYAR NÉPKÖLTÉS − VERS,"Azért, hogy én be vagyok sorozva",román,1
ÁBRÁNYI Emil,"Azért, hogy nincs szebb",francia,1
ÁBRÁNYI Emil,"Azért, hogy nincs szebb",német,1
MAGYAR NÉPKÖLTÉS − VERS,"Azért, mert én (?) − ?",német,1
MAGYAR NÉPKÖLTÉS − VERS,"Azért, mert én székely vagyok (?) − ?",német,1
MAGYAR NÉPKÖLTÉS − VERS,"Azír, hogy én be vagyok sorozva − Szendrey: Nagyszalontai 3. szám, 67. lap",olasz,1
KINCS István,Azok a jó rokonok (?),horvát,1
KINCS István,Azok a jó rokonok (?),szlovák,1
KASSÁK Lajos,Azok az esték,szlovák,1
PETŐFI Sándor,Azokhoz az én jó pesti pajtásaimhoz,német,5
PETŐFI Sándor,Azokhoz az én jó pesti pajtásaimhoz,olasz,3
PETŐFI Sándor,Azokhoz az én jó pesti pajtásaimhoz,angol,1
PETŐFI Sándor,Azokhoz az én jó pesti pajtásaimhoz,francia,1
VÁCI Mihály,Azokhoz tartozom,francia,2
PETŐFI Sándor,Azokon a szép kék hegyeken túl,orosz,4
PETŐFI Sándor,Azokon a szép kék hegyeken túl,angol,1
PETŐFI Sándor,Azokon a szép kék hegyeken túl,olasz,1
PETŐFI Sándor,Azokon a szép kék hegyeken túl...,német,7
PETŐFI Sándor,Azokon a szép kék hegyeken túl...,olasz,2
PETŐFI Sándor,Azokon a szép kék hegyeken túl...,orosz,2
KOSZTOLÁNYI Dezső,"Azokról, akik eltűntek",olasz,1
KOSZTOLÁNYI Dezső,"Azokról, akik eltűntek − Számadás",olasz,1
FÁBIÁN Zoltán,Azon a hajnalon,orosz,1
FÁBIÁN Zoltán,Azon a hajnalon,román,1
KASSÁK Lajos,Azon a napon,szlovák,1
MAGYAR NÉPKÖLTÉS − VERS,Azon a nyári éjszakán,román,1
KOSZTOLÁNYI Dezső,Azon az éjjel,francia,2
KOSZTOLÁNYI Dezső,Azon az éjjel,román,2
KOSZTOLÁNYI Dezső,Azon az éjjel,olasz,1
KOSZTOLÁNYI Dezső,Azon az éjjel − A szegény kisgyermek panaszai,francia,3
KOSZTOLÁNYI Dezső,Azon az éjjel − A szegény kisgyermek panaszai,angol,1
KOSZTOLÁNYI Dezső,Azon az éjjel − A szegény kisgyermek panaszai,olasz,1
KOSZTOLÁNYI Dezső,Azon az éjjel − A szegény kisgyermek panaszai,szlovák,1
KOSZTOLÁNYI Dezső,Azon az éjjel − Szegény kisgyermek panaszai,angol,2
KÁNYÁDI Sándor,Azon az estén,német,1
JÉKELY Zoltán,Azon az órán,román,1
ADY Endre,"Ázott széna-rendek fölött − Szeretném, ha szeretnének",cseh,1
ADY Endre,"Ázott széna-rendek fölött − Szeretném, ha szeretnének",német,1
SZÉP Ernő,Azra,angol,1
ILLÉS Béla,Ázsiai csoda,szlovák,1
JUHÁSZ Gyula,Azt álmodtam,szlovák,1
JUHÁSZ Gyula,Azt álmodtam − Hárfa,szlovák,1
MAGYAR NÉPKÖLTÉS − VERS,Azt beszélik (?) − ?,német,1
MAGYAR NÉPKÖLTÉS − VERS,"Azt gondolod, kapok rajtad − Erdélyi II. 69. vers",német,1
MAGYAR NÉPKÖLTÉS − VERS,"Azt gondolom, eső esik − Erdélyi I. 32. vers",német,1
MAGYAR NÉPKÖLTÉS − VERS,Azt gondoltam felőled,román,1
PILINSZKY János,Azt hiszem,francia,1
LADÁNYI Mihály,"Azt hiszem, semmi kétség",angol,1
PETŐFI Sándor,"Azt hivém, hogy",német,9
PETŐFI Sándor,"Azt hivém, hogy",cseh,2
PETŐFI Sándor,"Azt hivém, hogy",olasz,2
PETŐFI Sándor,"Azt hivém, hogy",örmény,2
PETŐFI Sándor,"Azt hivém, hogy",orosz,2
PETŐFI Sándor,"Azt hivém, hogy",angol,1
PETŐFI Sándor,"Azt hivém, hogy",finn,1
PETŐFI Sándor,"Azt hivém, hogy",francia,1
PETŐFI Sándor,"Azt hivém, hogy",türkmén,1
PETŐFI Sándor,"Azt hivém, hogy",volapük,1
PETŐFI Sándor,"Azt hívém, hogy",orosz,1
PETŐFI Sándor,"Azt hivém, hogy...",eszperantó,1
PETŐFI Sándor,"Azt hívém, hogy...",német,1
MAGYAR NÉPKÖLTÉS − VERS,"Azt mondja a kapitány − Vargha Gyula: Magyar népdalok 61., 89.",olasz,1
MAGYAR NÉPKÖLTÉS − VERS,Azt mondja a kapitány a fürernek,orosz,1
JÓZSEF Attila,Azt mondják,angol,2
JÓZSEF Attila,Azt mondják,dán,1
JÓZSEF Attila,Azt mondják,francia,1
JÓZSEF Attila,Azt mondják,lengyel,1
JÓZSEF Attila,Azt mondják,román,1
JÓZSEF Attila,Azt mondják,svéd,1
JÓZSEF Attila,Azt mondják,szlovák,1
LADÁNYI Mihály,Azt mondják,orosz,1
JÓZSEF Attila,Azt mondják (első szakasza),héber,1
JÓZSEF Attila,Azt mondják − Nagyon fáj,francia,5
JÓZSEF Attila,Azt mondják − Nagyon fáj,olasz,4
JÓZSEF Attila,Azt mondják − Nagyon fáj,szlovák,2
JÓZSEF Attila,Azt mondják − Nagyon fáj,orosz,1
MAGYAR NÉPKÖLTÉS − VERS,"Azt mondják, hogy fenn az égbe",román,1
MAGYAR NÉPKÖLTÉS − VERS,"Azt mondják, nem adnak − Erdélyi II. 184. vers",német,2
JÓZSEF Attila,Azt mondják...,olasz,1
ÁBRÁNYI Emil,Azt mondod − Margit-dalok,német,1
DOCZI József,Azt mondta a rózsám...,német,1
BENJÁMIN László,Aztán,orosz,1
CSOÓRI Sándor,Aztán,finn,1
JÁMBOR László,Azúrkék vágyak,szlovák,1
GELLÉRI Andor Endre,B,német,1
LÉTAY Lajos,B. F. kohászhoz,román,1
PAP József,B. Sz. Gu. képei előtt,szerb,1
KOSZTOLÁNYI Dezső,Baba − Ember és világ,német,1
MAGYAR NÉPKÖLTÉS − VERS,Babaj Gyurka − ?,román,1
MAGYAR NÉPKÖLTÉS − VERS,Babám szerelméért − Erdélyi III. 1. vers,német,3
MAGYAR NÉPKÖLTÉS − VERS,"Babám, szép kis babám (?) − ?",német,1
HORGAS Béla,Bábel tornya,orosz,1
TOLNAI Ottó,Bábel tornya,holland,1
BUCZI Emil,Babér,német,1
ÁBRÁNYI Emil,Babér (?),angol,1
BUCZI Emil,Babér (Rettenthetetlen lelked' az érezés),angol,1
ILLYÉS Gyula,Babér − Új versek,szlovák,1
KIRÁLY Gizella,Babér helyett,francia,1
ÁBRÁNYI Emil,Babérfa,angol,1
BAJA Mihály,Babilon partjain,angol,1
LÉVAY József,Babiloni vizeknél,héber,1
ILLÉS Béla,Bableves kanállal (?),német,1
TÖMÖRKÉNY István,Babocskai várja a vihart,orosz,2
GERGELY Miklós,Babona,szlovák,1
JUHÁSZ Ferenc,"Babonák napja, csütörtök, amikor a legnehezebb",angol,1
JUHÁSZ Ferenc,"Babonák napja, csütörtök, amikor a legnehezebb",finn,1
JUHÁSZ Ferenc,"Babonák napja, csütörtök, amikor a legnehezebb",horvát,1
JUHÁSZ Ferenc,"Babonák napja, csütörtök, amikor a legnehezebb",orosz,1
JUHÁSZ Ferenc,"Babonák napja, csütörtök; amikor a legnehezebb",norvég,1
JUHÁSZ Ferenc,"Babonák napja, csütörtök; amikor a legnehezebb",orosz,1
KISS Anna,Bábos Dániel,francia,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Babszem Jankó,észt,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Babszem Jankó − Arany László,orosz,2
MAGYAR NÉPKÖLTÉS − PRÓZA,Babszem Jankó − Arany László,bolgár,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Babszem Jankó − Arany László,fehérorosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Babszem Jankó − Arany László,komi,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Babszem Jankó − Arany László,ukrán,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Babszem Jankó − Arany László,üzbég,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Babszem Jankó − Arany László,vietnami,1
SZINI Gyula,Bábszínház,német,3
BABITS Mihály,Babylon egerei,szlovák,1
KISS József,Bacchanalia,német,1
JÉKEY Aladár,Bacchanalia (?),francia,1
GERŐ Attila,Bacchus alszik,német,1
FÁY András,Bacchus és Vénus,német,1
CSOKONAI VITÉZ Mihály,Bacchushoz,angol,1
CSOKONAI VITÉZ Mihály,Bacchushoz − Ódák,német,1
KARIKÁS Frigyes,Bacsa Péter esete,orosz,1
KARIKÁS Frigyes,Bacsa Péter esete,román,1
KOSZTOLÁNYI Dezső,Bácska,cseh,1
SZENTELEKY Kornél,Bácskai éjjel,horvát,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Bacsó Tamás − (Murány vár legendája),német,1
JÓKAI Mór,Bacsó Tamás − A magyar előidőkből,német,2
DELI (Thalloczy Lajos),Bácsy Jakab,német,1
GARAI GÁBOR,Badacsony,orosz,1
SOMLYÓ György,Badacsonyi délután,francia,1
WEÖRES Sándor,Bádog és cserép,német,1
MIKSZÁTH Kálmán,Bagi úr frakkban − Az apró gentry és a nép,német,1
MIKSZÁTH Kálmán,Bagi úr frakkban − Az apró gentry és a nép,orosz,1
JÓKAI Mór,"Baj, ha jó a szem (?)",svéd,1
ASZTALOS István,Bajba jutott Török András,német,1
ASZTALOS István,Bajba jutott Török András,román,1
DOBOZY Imre,Bajkereső (?),román,1
RADNÓTI Miklós,Bájoló,angol,1
RADNÓTI Miklós,Bájoló,lengyel,1
ILLÉS Béla,Bajor Gizi,orosz,1
BAGHY Gyula,Bájos kerek lányban (?),eszperantó,1
DOCZI József,Bájos leány (?),német,1
ASZTALOS István,Bajtárs (?),bolgár,1
JÓSIKA Miklós,Bájvirág − Élet és tündérhon,német,1
ADY Endre,Bajvívás volt itt − A Minden-Titkok versei,angol,1
MAGYAR NÉPKÖLTÉS − VERS,"Bakagyerek, ha megúnja életét",román,1
HUNYADY Sándor,Bakaruhában,német,3
HUNYADY Sándor,Bakaruhában,bolgár,2
HUNYADY Sándor,Bakaruhában,angol,1
HUNYADY Sándor,Bakaruhában,francia,1
HUNYADY Sándor,Bakaruhában,hindi,1
HUNYADY Sándor,Bakaruhában,olasz,1
HUNYADY Sándor,Bakaruhában,szerb,1
BABITS Mihály,"Bakháns lárma − Herceg, hátha megjön a Tél is",japán,1
BABITS Mihály,"Bakhánslárma. Herceg, hátha megjön a tél is",japán,1
ILLYÉS Gyula,Bál a pusztán,román,1
ADY Endre,Balajthy Kamill asszonya,román,1
ADY Endre,Balajthy Kamill naplójából,román,1
JUHÁSZ Gyula,Balalajka,orosz,2
JUHÁSZ Gyula,Balalajka,román,1
JUHÁSZ Gyula,Balalajka,szlovák,1
SZALAI László,Balassa a költő,francia,1
SZALAI László,Balassa a költő,német,1
GARAI GÁBOR,Balaton,orosz,1
MADARÁSZ Emil,Balaton,orosz,1
ERDÉLYI József,Balatoni emlék,német,1
DUTKA Ákos,Balatoni halász,eszperantó,1
KRÚDY Gyula,Balatoni révészek,német,2
JÓZSEF Attila,Balatonszárszó,angol,1
JÓZSEF Attila,Balatonszárszó,orosz,1
JÓZSEF Attila,Balatonszárszó,román,1
MOLNÁR Ferenc,Balázs a bürgével,lengyel,1
BABITS Mihály,Balázsolás,francia,4
BABITS Mihály,Balázsolás,norvég,1
BABITS Mihály,Balázsolás,olasz,1
BABITS Mihály,Balázsolás − Újabb versek,szlovák,1
MÁRAI Sándor,Baleset,holland,2
NAGY Lajos,Baleset,román,2
DOBOZY Imre,Baleset,román,1
ILLÉS Béla,Baleset,román,1
NAGY Lajos,Baleset,német,1
LÁSZLÓFFY Aladár,Balesetek az országúton,német,1
JÓZSEF Attila,Balga költő,angol,1
JÓZSEF Attila,Balga költő,lengyel,1
JÓZSEF Attila,Balga költő,olasz,1
JÓZSEF Attila,Balga költő,szerb,1
FODOR József,"Bálhoz, a vér istenéhez − Lihegő erdők",orosz,1
GYÓNI Géza,Bálint hagyd a sóhajt,német,1
ADY Endre,Bálint kocsis fiai,román,1
DÉRY Tibor,Bálint munkát keres − A Feleletből,német,1
RÁKOSY Gergely,Baljós csillagzat,litván,1
KISFALUDY Atala,Baljós óra (?),francia,1
TÁBORI György,Balkézről (?),angol,1
SZABOLCSKA Mihály,Balla Maris,német,1
BARTA Lajos idősb,Ballada,német,1
GÁL László,Ballada,szerb,1
HALMOS Ferenc,Ballada,olasz,1
JUHÁSZ Gyula,Ballada,orosz,1
JUHÁSZ Gyula,Ballada,szlovák,1
KISS József,Ballada,német,1
LÖKKÖS Antal,Ballada,holland,1
MADARÁSZ Emil,Ballada,orosz,1
MADARÁSZ Emil,Ballada (vers),orosz,2
JUHÁSZ Gyula,Ballada − Hárfa,szlovák,1
RADNÓTI Miklós,Ballada − Járkálj csak halálraítélt,angol,1
FÁBRI Péter,Ballada a kamaszkorról,francia,1
CSÁK Gyula,Ballada a kenyérről és a cirkuszról(?),eszperantó,1
