szerzo,count 1,wiki,évek,jegyzet,sex,dateOfBirth,placeOfBirth,placeOfBirthX,placeOfBirthY,dateOfDeath,placeOfDeath,placeOfDeathX,placeOfDeathY,viaf,gndID
JUSTH Zsigmond,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KABOS Ede,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KACZÉR Illés,8,https://www.wikidata.org/wiki/Q216152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁDÁR Erzsébet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁDÁR Imre,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KADOCSA Elek,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAFFKA Margit,49,https://www.wikidata.org/wiki/Q287762,NA,NA,nő,1880-06-10,Nagykároly,22.47,47.69,1918-12-01,Budapest,19.040833333,47.498333333,19708135,119019485
KAKAS Márton,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁKAY Aranyos (Ábrányi Kornél ifj.),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KALÁSZ Márton,18,https://www.wikidata.org/wiki/Q1103718,NA,NA,NA,1934-09-08,Somberek,NA,NA,2021-12-30,Budapest,NA,NA,NA,NA
KÁLDOR Márton,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁLLAI István,4,https://www.wikidata.org/wiki/Q1122913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁLLAY Miklós,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁLMÁN Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁLMÁN M.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁLMÁN Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KALMÁR Rudolf,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁLNOKI Izidor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁLNOKY László,20,https://www.wikidata.org/wiki/Q1123031,NA,NA,férfi,1912-09-05,Eger,20.374722222,47.898888888,1985-07-30,Budakeszi,18.93,47.511111111,107591616,118963279
KALOCSAY Kálmán,25,https://www.wikidata.org/wiki/Q12628,NA,"CHECK eszperanto koltot mond, mi van, ha a muvek eleve eszperantoul voltak",férfi,1891-10-06,Abaújszántó,21.1875,48.278333333,1976-02-23,Budapest,19.040833333,47.498333333,50332375,130357685
KAMJÉN István,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAMONDY László,13,https://www.wikidata.org/wiki/Q1103904,NA,NA,férfi,1928-11-27,Balatonmagyaród,17.175730555,46.595680555,1972-10-23,Budapest,19.040833333,47.498333333,67273768,119337487
KANIZSAY Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KANNÁS Lajos,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁNTOR Zsuzsa,4,https://www.wikidata.org/wiki/Q1123179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁNYÁDI Sándor,13,https://www.wikidata.org/wiki/Q897421,NA,NA,férfi,1929-05-10,Nagygalambfalva,25.1172296,46.2597156,2018-06-20,Budapest,19.040833333,47.498333333,33063471,12895793X
KAPOS Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAPY Béla,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KARÁCSONY Benő,6,https://www.wikidata.org/wiki/Q1105047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KARASZKY-CSABY Ödön,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KARCZAG István,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KARCZAG Vilmos,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KARDOS Éva,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KARDOS G. György,8,https://www.wikidata.org/wiki/Q1104592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KARDOS György,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KARIKÁS Frigyes,43,https://www.wikidata.org/wiki/Q20436166,NA,NA,férfi,1891-11-04,Buttyin,22.119058,46.330894,1938-05-29,Moszkva,37.617777777,55.755833333,NA,NA
KARINTHY Ferenc,55,https://www.wikidata.org/wiki/Q201579,NA,NA,férfi,1921-06-02,Budapest,19.040833333,47.498333333,1992-02-29,Budapest,19.040833333,47.498333333,59098559,119296675
KARINTHY Frigyes,652,https://www.wikidata.org/wiki/Q366325,NA,NA,férfi,1887-06-25,Budapest,19.040833333,47.498333333,1938-08-29,Siófok,18.05,46.9,46762994,118882635
KÁRMÁN József,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KARNER Ágoston,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁROLY Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁROLYI Amy,20,https://www.wikidata.org/wiki/Q1123470,NA,NA,nő,1909-07-24,Budapest,19.040833333,47.498333333,2003-05-29,Budapest,19.040833333,47.498333333,66482662,128828501
KÁROLYI Mihályné,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁRPÁTI Aurél,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÁRPÁTI Endre,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KASSAI Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KASSAI Géza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KASSÁK Lajos,421,https://www.wikidata.org/wiki/Q736847,NA,NA,férfi,1887-03-21,Érsekújvár,18.172777777,47.983055555,1967-06-22,Budapest,19.040833333,47.498333333,100269972,118560468
KATKÓ István,2,https://www.wikidata.org/wiki/Q1105521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KATONA Gyula,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KATONA Ilona,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KATONA József,21,https://www.wikidata.org/wiki/Q149415,NA,NA,férfi,1791-11-11,Kecskemét,19.6917,46.9074,1830-04-16,Kecskemét,19.6917,46.9074,46816704,119560143
KAZÁR Emil,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZINCZY Ferenc,111,https://www.wikidata.org/wiki/Q381865,NA,NA,férfi,1759-10-27,Érsemjén,22.089266,47.487488,1831-08-22,Széphalom,21.62693056,48.43580556,9867747,118721429
KECSKEMÉTI VÉG Mihály,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEÉR Dezső,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÉKESDI Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÉKVÖLGYI Vilmos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KELECSÉNYI Gabriella,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KELEMENFFY László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KELETI Artúr,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KELETI Béla,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KELETI Márton,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEMECHEY Jenő,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEMENCZKY Judit,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEMÉNY György,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEMÉNY János,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEMÉNY Simon,10,https://www.wikidata.org/wiki/Q17119579,NA,NA,férfi,1882-08-19,Tass,19.029,47.019,1945-01-27,Budapest,19.040833333,47.498333333,72195693,119048949
KEMÉNY Zsigmond,4,https://www.wikidata.org/wiki/Q427079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÉMERI Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÉPES Géza,26,https://www.wikidata.org/wiki/Q663710,NA,NA,férfi,1909-02-01,Mátészalka,22.316666666,47.943055555,1989-08-19,Budapest,19.040833333,47.498333333,34582467,NA
KÉPLAKI Vilma,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEREKESHÁZY József,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERÉNYI Frigyes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERÉNYI Grácia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERESZTES Ágnes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERESZTURI Dezső,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERESZTURY Sándor,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERESZTURYNÉ (DIAMANDI) Viktória,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERPEL (CLAUDIUS) Eugen,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERTBENY Károly Mária,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERTÉSZ Ákos,10,https://www.wikidata.org/wiki/Q250497,NA,NA,NA,1932-07-18,Budapest,NA,NA,2022-12-07,Montreal,NA,NA,NA,NA
KERTÉSZ Erzsébet,2,https://www.wikidata.org/wiki/Q1107681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERTÉSZ Magda,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERTÉSZ Róbert,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÉRY László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KESZI Imre,9,https://www.wikidata.org/wiki/Q1107879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KESZTHELYI Zoltán,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÉZAI Simon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIBÉDI Sándor,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIBÉDI-VARGA Áron,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KINCS István,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIRÁLY Dezső,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIRÁLY Gizella,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIRÁLY István,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIRÁLY László,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIRÁLYHEGYI Pál,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIS Ferenc,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIS János,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIS Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KISFALUDI János,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KISFALUDY Atala,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KISFALUDY Károly,131,https://www.wikidata.org/wiki/Q927190,NA,NA,férfi,1788-02-05,Tét,17.516666666,47.516666666,1830-11-21,Budapest,19.040833333,47.498333333,59077378,119307715
KISFALUDY Sándor,169,https://www.wikidata.org/wiki/Q670247,NA,NA,férfi,1772-09-27,Sümeg,17.281666666,46.9775,1844-10-28,Sümeg,17.281666666,46.9775,7437344,119307723
KISHONT Ferenc,2,https://www.wikidata.org/wiki/Q167429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KISS Anna,11,https://www.wikidata.org/wiki/Q1111548,NA,NA,NA,1939-01-26,Gyula,NA,NA,NA,NA,NA,NA,NA,NA
KISS Dénes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KISS Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KISS Ida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KISS Jenő,92,https://www.wikidata.org/wiki/Q1111776,NA,NA,férfi,1912-09-13,Mócs község,24.033358,46.803828,1995-12-16,Kolozsvár,23.559444444,46.78,77824493,NA
KISS József,236,https://www.wikidata.org/wiki/Q920515,NA,NA,férfi,1843-11-30,Mezőcsát,20.902777777,47.823333333,1921-12-31,Budapest,19.040833333,47.498333333,70439856,136116825
KISS Menyhért,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KISS Tamás,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KISTELEKY Ede,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KLEIN István József,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOBOR Tamás,12,https://www.wikidata.org/wiki/Q1124831,NA,Kóbor,férfi,1867-08-26,Pozsony,17.112777777,48.144722222,1942-05-26,Budapest,19.040833333,47.498333333,63397465,1057704768
KOCSIS Gábor,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOCSIS László,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KODOLÁNYI János,21,https://www.wikidata.org/wiki/Q534523,NA,NA,férfi,1899-03-13,Telki,18.833333333,47.55,1969-08-10,Budapest,19.040833333,47.498333333,61561938,NA
KOHÁRY István,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÖLCSEY Ferenc,128,https://www.wikidata.org/wiki/Q440057,NA,NA,férfi,1790-08-08,Sződemeter,22.489579,47.470605,1838-08-24,Szatmárcseke,22.631039,48.085911,46793974,119438399
KOLMÁR József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOLOSI K. Sándor,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOLOZSVÁRI GRANDPIERRE Emil,30,https://www.wikidata.org/wiki/Q725478,NA,NA,férfi,1907-01-15,Kolozsvár,23.559444444,46.78,1992-05-11,Budapest,19.040833333,47.498333333,12303387,11899672X
KOLTAY Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOMÁROMI János,10,https://www.wikidata.org/wiki/Q1118028,NA,NA,férfi,1890-12-22,Málca,21.85,48.575,1937-10-07,Budapest,19.040833333,47.498333333,58665425,126509476
KOMJÁT Aladár,30,https://www.wikidata.org/wiki/Q1116119,NA,NA,férfi,1891-02-11,Kassa,21.25,48.716666666,1937-01-03,Párizs,2.351388888,48.856944444,121442956,NA
KOMJÁTHY Aladár,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOMJÁTHY Jenő,23,https://www.wikidata.org/wiki/Q1116145,NA,NA,férfi,1858-02-02,Szécsény,19.519444444,48.080833333,1895-01-26,Budapest,19.040833333,47.498333333,53408956,1013870182
KOMLÓS Aladár,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOMÓCSY József,15,https://www.wikidata.org/wiki/Q1118076,NA,NA,férfi,1836-03-25,Vencsellő,21.5432914,48.1690727,1894-06-19,Budapest,19.040833333,47.498333333,121443671,NA
KOMOR András,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONCZ Károly,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÖNCZÖL Antal,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONDOR László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÖNNYŰ László,55,https://www.wikidata.org/wiki/Q94285353,NA,"Könnyü lászló néven nincs nincs wiki oldala, se data, se pedia. 
csak ez van: http://web.axelero.hu/lala11/
de leslie konnyu mukodik",NA,1914-00-00,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONRÁD György,12,https://www.wikidata.org/wiki/Q326823,NA,NA,férfi,1933-04-02,Debrecen,21.639166666,47.53,2019-09-13,Budapest,19.040833333,47.498333333,108363082,118997254
KÓNYA Lajos,38,https://www.wikidata.org/wiki/Q1124898,NA,NA,férfi,1914-11-02,Felsőgalla,18.4440834,47.543492,1972-07-13,Budapest,19.040833333,47.498333333,22998779,121489922
KÓOSA S. Antal,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KORCSMÁROS Pál,2,https://www.wikidata.org/wiki/Q1118874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KORDA Béla,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOREN Emil,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÖRMENDI Ferenc,80,https://www.wikidata.org/wiki/Q783735,NA,NA,férfi,1900-02-12,Budapest,19.040833333,47.498333333,1972-07-20,Bethesda,-77.100256,38.9806658,41989715,101207492
KORMOS Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KORMOS István,25,https://www.wikidata.org/wiki/Q1119097,NA,NA,férfi,1923-10-28,Mosonszentmiklós,17.426419444,47.729630555,1977-10-06,Budapest,19.040833333,47.498333333,54949728,119058847
KORODA Pál,10,https://www.wikidata.org/wiki/Q18977580,NA,NA,férfi,1858-03-06,NA,NA,NA,1933-08-13,Budapest,19.040833333,47.498333333,121460624,NA
KOROMPAI József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÓS Károly,11,https://www.wikidata.org/wiki/Q854411,NA,NA,férfi,1883-12-16,Temesvár,21.23,45.759722222,1977-08-24,Kolozsvár,23.559444444,46.78,56916896,118960059
KÓSA János,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÓSA Rezső,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOSÁRYNÉ RÉZ Lola,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOSSA István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOSSUTH Lajos,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KŐSZEGI Imre,7,https://www.wikidata.org/wiki/Q97654596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOSZTOLÁNYI Dezső,812,https://www.wikidata.org/wiki/Q27610,NA,NA,férfi,1885-03-29,Szabadka,19.67,46.098333333,1936-11-03,Budapest,19.040833333,47.498333333,17232459,118565753
KOVÁCS Dezső,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOVÁCS György,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOVÁCS Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOVÁCS Hermin,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOVÁCS Imre,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOVÁCS J.(?),3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOVÁCS Jenő,1,https://www.wikidata.org/wiki/Q12349801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOVÁCS Rózsa (Páll),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOVÁCS Vilmos,42,https://www.wikidata.org/wiki/Q1120419,NA,NA,férfi,1927-06-05,Gát,22.639444444,48.320277777,1977-11-13,Budapest,19.040833333,47.498333333,38025054,130411604
KOVAI Lőrinc,8,https://www.wikidata.org/wiki/Q1119904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KŐVÁRY György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÖVÉR H. tornai,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÖVESI ENDRE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZMA Andor,30,https://www.wikidata.org/wiki/Q793629,NA,NA,férfi,1861-01-12,Marcali,17.406388888,46.583055555,1933-04-16,Budapest,19.040833333,47.498333333,121444704,NA
KOZMA Ilona,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KRISTÓF Attila,1,https://www.wikidata.org/wiki/Q1121118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KRIZA János,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KRÚDY Gyula,94,https://www.wikidata.org/wiki/Q527239,NA,NA,férfi,1878-10-21,Nyíregyháza,21.716666666,47.95,1933-05-12,Budapest,19.040833333,47.498333333,22810,11940351X
KRÜZSELY Erzsébet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUBA (?),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUBÁN Endre,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUCZKA Péter,45,https://www.wikidata.org/wiki/Q713527,NA,NA,férfi,1923-03-01,Székesfehérvár,18.416666666,47.2,1999-12-02,Budapest,19.040833333,47.498333333,61673129,NA
KULA György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUN József Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUNCZ Aladár,7,https://www.wikidata.org/wiki/Q584127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUNOS András,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUNSZERY Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KÜRTHY Miklós,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUTASI-KOVÁCS Lajos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUTHY Lajos,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LABÁN Antal,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LACZKÓ Géza,12,https://www.wikidata.org/wiki/Q1127271,NA,NA,férfi,1884-12-03,Budapest,19.040833333,47.498333333,1953-12-01,Budapest,19.040833333,47.498333333,61561940,1141947412
LACZKONÉ dr. KISS Ibolya,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LADÁNYI Ferenc,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LADÁNYI Mihály,45,https://www.wikidata.org/wiki/Q1127352,NA,NA,férfi,1934-02-12,Dévaványa,20.958888888,47.03,1986-09-20,Csemő,19.7,47.116667,54554963,NA
LADÁNYI Rezső,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAKATOS László,10,https://www.wikidata.org/wiki/Q900104,NA,NA,férfi,1882-07-17,Budapest,19.040833333,47.498333333,1944-02-13,Nizza,7.268333333,43.701944444,50893722,NA
LAKATOS Menyhért,2,https://www.wikidata.org/wiki/Q1127562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAKNER Sándor,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAKOS Lajos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁM Frigyes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAMPÉRTH Géza,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁNG György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁNG Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁNYI Sarolta,44,https://www.wikidata.org/wiki/Q1160171,NA,NA,nő,1891-06-06,Székesfehérvár,18.416666666,47.2,1975-11-10,Budapest,19.040833333,47.498333333,26583523,1060647338
LÁSZLÓ Ákos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁSZLÓ Aladár,1,https://www.wikidata.org/wiki/Q81724163,NA,NA,férfi,1896-10-10,Budapest,19.040833333,47.498333333,1958-09-16,Los Angeles,-118.24368,34.05223,292529269,1061978249
LÁSZLÓ András,8,https://www.wikidata.org/wiki/Q768693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁSZLÓ Anna,22,https://www.wikidata.org/wiki/Q27835178,NA,NA,nő,1922-01-05,Budapest,19.040833333,47.498333333,1981-03-19,Budapest,19.040833333,47.498333333,121394421,NA
LÁSZLÓ Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁSZLÓ Ibolya,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
