szerzo,count 1,wiki,évek,jegyzet,sex,dateOfBirth,placeOfBirth,placeOfBirthX,placeOfBirthY,dateOfDeath,placeOfDeath,placeOfDeathX,placeOfDeathY,viaf,gndID
SZÉKELY Tibor,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZELESTEY László,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉLPÁL Árpád,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEMERE György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEMERE László,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEMERE MÁRIÁSSY Katinka,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEMERE Miklós,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEMERE Pál,23,https://www.wikidata.org/wiki/Q1295893,NA,NA,férfi,1785-02-19,Pécel,19.341944444,47.491111111,1861-03-14,Pécel,19.341944444,47.491111111,39411608,1051013151
SZEMLÉR Ferenc,12,https://www.wikidata.org/wiki/Q1295955,NA,NA,férfi,1906-04-03,Székelyudvarhely,25.301666666,46.313888888,1978-01-09,Bukarest,26.083333333,44.4,79519618,127250956
SZENCI MOLNÁR Albert,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENCZEI László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENDREY Júlia,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENES Béla,9,https://www.wikidata.org/wiki/Q736130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENES Erzsébet,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENES Erzsi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENES Iván,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENES László,22,NA,1924-,"nincs wiki csak hiany: Szenes László (1924) író, költő",NA,1924-00-00,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENTELEKY Kornél,12,https://www.wikidata.org/wiki/Q1296799,NA,NA,férfi,1893-07-27,Pécs,18.233055555,46.070833333,1933-08-20,NA,NA,NA,35264267,119344955
SZENTIMREI Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENTIVÁNYI Jenő,4,https://www.wikidata.org/wiki/Q97343030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENTJÓBI SZABÓ László,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENTJÓBY Tamás,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENTKUTY Miklós,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENTMIHÁLYINÉ SZABÓ Mária,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZENTMIKLÓSSY Alajos,26,https://www.wikidata.org/wiki/Q1297127,NA,NA,férfi,1793-10-12,Sajókirályi,20.31878,48.40767,1849-04-06,Erdőtarcsa,19.54105,47.76229,NA,NA
SZÉP Ernő,83,https://www.wikidata.org/wiki/Q247416,NA,NA,férfi,1884-06-30,Huszt,23.297777777,48.181388888,1953-10-02,Budapest,19.040833333,47.498333333,49350917,119238381
SZEPES Mária,5,https://www.wikidata.org/wiki/Q447121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEPESI Attila,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEPESSY László,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZERB Antal,25,https://www.wikidata.org/wiki/Q570810,NA,NA,férfi,1901-05-01,Budapest,19.040833333,47.498333333,1945-01-27,Balf,16.6655,47.65,49264007,119463547
SZIGLIGETI Ede,10,https://www.wikidata.org/wiki/Q897099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZILÁGYI András,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZILÁGYI Dezső,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZILÁGYI Domokos,8,https://www.wikidata.org/wiki/Q610252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZILÁGYI Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZILÁGYI Géza,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZILASI Vilmos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZILI Leontin,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZILVÁSI Lajos,6,https://www.wikidata.org/wiki/Q1298402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZIMONIDESZ Lajos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZINI Gyula,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZINNYEI Júlia,2,https://www.wikidata.org/wiki/Q1298829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZIRA Béla,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZIRÁKY Judit,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZIRMAY Antal,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZIRMAY Rezső,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZITNYAI Zoltán,14,https://www.wikidata.org/wiki/Q1299045,NA,NA,férfi,1893-05-27,Selmecbánya,18.893055555,48.458611111,1978-06-11,Salzburg,13.04768,47.7972,3981681,NA
SZIVÓS Béla,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZIVÓS Donát,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZKHÁROSI HORVÁT András,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOBOTKA Tibor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOHUREK Antónia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZŐKE Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOLGA Mihály,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÖLLÖSI Zsigmond,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOLNOKI István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOMAHÁZY István,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOMBATHY Viktor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOMBATI Sándor,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOMBATI SZABÓ István,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOMORY Dezső,18,https://www.wikidata.org/wiki/Q1299945,NA,NA,férfi,1869-06-02,Budapest,19.040833333,47.498333333,1944-11-30,Budapest,19.040833333,47.498333333,7514721,1028335202
SZOMORY István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZOMORY Károly,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZŰCS Dániel,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÜCS György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZŰCS József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÜDI György,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÜTS István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T. KOVÁCS Hermin,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TABÁK András,11,https://www.wikidata.org/wiki/Q13806339,NA,NA,férfi,1938-12-15,Budapest,19.040833333,47.498333333,2014-04-23,Budapest,19.040833333,47.498333333,74260007,NA
TABÉRY Géza,5,https://www.wikidata.org/wiki/Q1315862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TABI László,9,https://www.wikidata.org/wiki/Q527667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÁBORI György,4,https://www.wikidata.org/wiki/Q152301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÁBORI Pál,33,https://www.wikidata.org/wiki/Q2062674,NA,NA,férfi,1908-05-08,Budapest,19.040833333,47.498333333,1974-11-09,London,-0.1275,51.507222222,113331105,107562278
TÁBORI Pál (?),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÁBORI Piroska,15,https://www.wikidata.org/wiki/Q1326042,NA,NA,nő,1892-11-20,Budapest,19.040833333,47.498333333,1947-05-02,Budapest,19.040833333,47.498333333,61301447,NA
TÁBORI Róbert,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAKÁCS Erzsébet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAKÁCS Imre,13,https://www.wikidata.org/wiki/Q1316160,NA,NA,férfi,1926-08-31,Rábasömjén,16.914428,47.2800115,2000-11-19,Kecskemét,19.6917,46.9074,264591690,NA
TAKÁCS Tibor,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAKÁCS Zsuzsa,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAKÁTS Gyula,19,https://www.wikidata.org/wiki/Q745830,NA,NA,férfi,1911-02-04,Tab,18.035561111,46.732711111,2008-11-20,Kaposvár,17.783333333,46.366666666,44318170,119434172
TAMÁS Aladár,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMÁS Ernő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMÁS István,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMÁS Lajos,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMÁS Menyhért,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMÁS Mihály,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMÁSI Áron,63,https://www.wikidata.org/wiki/Q257803,NA,NA,férfi,1897-09-20,Farkaslaka,25.225833333,46.379722222,1966-05-26,Budapest,19.040833333,47.498333333,17261086,11908984X
TAMÁSI Lajos,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMKÓ SIRATÓ Károly,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÁNCSICS Mihály,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÁNCZOS Gábor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TANDORI Dezső,29,https://www.wikidata.org/wiki/Q347026,NA,NA,férfi,1938-12-08,Budapest,19.040833333,47.498333333,2019-02-13,Budapest,19.040833333,47.498333333,98252097,119101580
TARDOS Péter,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TARDOS Tibor,85,https://www.wikidata.org/wiki/Q1316859,NA,NA,férfi,1918-01-20,Berettyóújfalu,21.55,47.216666666,2004-01-07,Párizs,2.351388888,48.856944444,78770529,NA
TÁRKÁNYI Béla,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TARNÓCZY Árpád,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TASS József,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TATÁR Péter,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TATAY Sándor,21,https://www.wikidata.org/wiki/Q524445,NA,NA,férfi,1910-05-06,Bakonytamási,17.732461111,47.412319444,1991-12-02,Budapest,19.040833333,47.498333333,12345944,NA
TAURINUS (Stieröchsel István),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TELEGDI Kata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TELEKES Béla,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TELEKI Ferenc gróf,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TELEKI José,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TELEKI László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TELEKI Sándorné (Szikra),5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEMÉRDEK (Jeszenszky Damo),4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEMESVÁRI Pelbárt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TERESCSÉNYI György,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TERSÁNSZKY JÓZSI Jenő,43,https://www.wikidata.org/wiki/Q1318579,NA,NA,férfi,1888-09-12,Nagybánya,23.581944444,47.659722222,1969-06-12,Budapest,19.040833333,47.498333333,4925496,104301090
TEZA Emilio,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THALY Kálmán,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THARAUD I.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THEWREWK Árpád,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THIERY Árpád,2,https://www.wikidata.org/wiki/Q56390077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THINSZ Géza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THIRRING Gusztávné Waisbecker J.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THURÓCZY Zoltán,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THURY Erzsébet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THURY Lajos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THURY Zoltán,11,https://www.wikidata.org/wiki/Q259750,NA,NA,férfi,1870-03-07,Kolozsvár,23.559444444,46.78,1906-08-27,Budapest,19.040833333,47.498333333,303826699,1080011552
THURY Zsuzsa,25,https://www.wikidata.org/wiki/Q1320567,NA,NA,nő,1901-04-22,Budapest,19.040833333,47.498333333,1989-10-14,Budapest,19.040833333,47.498333333,19693904,1019223790
THURZÓ Gábor,24,https://www.wikidata.org/wiki/Q16523310,NA,NA,férfi,1912-03-26,Budapest,19.040833333,47.498333333,1979-02-07,Budapest,19.040833333,47.498333333,74374094,1116985705
TICHY Herbert,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÍMÁR György,27,https://www.wikidata.org/wiki/Q1321259,NA,NA,férfi,1929-06-23,Budapest,19.040833333,47.498333333,2003-09-24,Budapest,19.040833333,47.498333333,37075678,NA
TIMÁR László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TIMÁR Máté,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TINÓDI LANTOS Sebestyén,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TISZA Domokos,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TISZA István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOLDALAGI Pál,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOLDY (Schedel) Ferenc,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÖLGYESSI Miklós,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOLLAS A. Júlia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOLLAS Tibor,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOLNAI Lajos,31,https://www.wikidata.org/wiki/Q676593,NA,NA,férfi,1837-01-31,Györköny,18.69388889,46.63555556,1902-03-19,Budapest,19.040833333,47.498333333,6903976,NA
TOLNAI Ottó,10,https://www.wikidata.org/wiki/Q718134,NA,NA,NA,1940-07-05,Magyarkanizsa,NA,NA,NA,NA,NA,NA,NA,NA
TÖLTÉNYI Szaniszló,1,https://www.wikidata.org/wiki/Q55683591,NA,NA,férfi,1795-12-08,Veszprém,17.916666666,47.1,1852-10-05,Graz,15.433333333,47.066666666,7144782946547396e3,107680831X
TOMA Ádám,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOMORI Jenő,1,https://www.wikidata.org/wiki/Q97192269,NA,Tomory,férfi,1872-06-13,Hódmezővásárhely,20.318888888,46.430277777,1929-11-25,Budapest,19.040833333,47.498333333,NA,NA
TÖMÖRKÉNY István,131,https://www.wikidata.org/wiki/Q1327725,NA,NA,férfi,1866-12-21,Cegléd,19.798055555,47.177222222,1917-04-24,Szeged,20.166666666,46.25,67625866,NA
TOMPA László,10,https://www.wikidata.org/wiki/Q637069,NA,NA,férfi,1883-12-14,Betfalva,25.082425,46.290274,1964-05-13,Székelyudvarhely,25.301666666,46.313888888,16035174,1055155562
TOMPA Mihály,141,https://www.wikidata.org/wiki/Q897077,NA,NA,férfi,1819-09-28,Rimaszombat,20.019963888,48.381430555,1868-07-30,Hanva,20.2982,48.3377,51728144,104331852
TOMPA Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TORDAI Ányos,1,NA,1920-1930,"1920-as évek. Ciszterci tanár, Gárdonyi-kultusz szervezője",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TORKOS László,1,https://www.wikidata.org/wiki/Q24287957,NA,NA,férfi,1839-10-02,Kőszeg,16.551944444,47.381666666,1939-03-15,Budapest,19.040833333,47.498333333,21867093,NA
TORMAY Cécile,36,https://www.wikidata.org/wiki/Q241470,NA,NA,nő,1875-10-08,Budapest,19.040833333,47.498333333,1937-04-02,Mátraháza,19.98333333,47.86666667,49267950,1021400300
TORMAY Cecília,3,NA,NA,"RESOLVE DELETE, összevonni Cécile-lel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TORNAI József,12,https://www.wikidata.org/wiki/Q520973,NA,NA,férfi,1927-10-09,Dunaharaszti,19.084444444,47.355277777,2020-01-31,Budapest,19.040833333,47.498333333,67850185,NA
TÖRÖK Gyula,3,https://www.wikidata.org/wiki/Q1328186,NA,NA,férfi,1888-07-16,Simánd,21.454748,46.428594,1918-10-20,Budapest,19.040833333,47.498333333,72194515,118983555
TÖRÖK Rezső,5,https://www.wikidata.org/wiki/Q80952638,NA,NA,férfi,1895-12-12,Budapest,19.040833333,47.498333333,1966-11-07,Dunabogdány,19.029438,47.794409,NA,NA
TÖRÖK Sándor,19,https://www.wikidata.org/wiki/Q1328290,NA,NA,férfi,1904-02-25,Homoróddaróc,25.31027778,46.14138889,1985-04-30,Budapest,19.040833333,47.498333333,116284144,NA
TÖRÖK Sophie,12,https://www.wikidata.org/wiki/Q1316586,NA,NA,nő,1895-12-10,Budapest X. kerülete,19.130303,47.481214,1955-01-01,Budapest,19.040833333,47.498333333,22134172,NA
TÖRÖK Tamás,1,https://www.wikidata.org/wiki/Q84570934,NA,NA,férfi,1925-05-31,Budapest,19.040833333,47.498333333,1993-04-07,Budapest,19.040833333,47.498333333,NA,NA
TÓTH András,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÓTH Árpád,217,https://www.wikidata.org/wiki/Q582421,NA,NA,férfi,1886-04-14,Arad,21.316666666,46.166666666,1928-11-07,Budapest,19.040833333,47.498333333,34450700,138697590
TÓTH Béla,1,https://www.wikidata.org/wiki/Q1327093,NA,talán ez a Tóth Béla,férfi,1857-10-20,Pest,19.1,47.5,1907-04-03,Budapest,19.040833333,47.498333333,7511842,NA
TÓTH Ede,2,https://www.wikidata.org/wiki/Q1327111,NA,NA,férfi,1844-01-01,Putnok,20.436666666,48.293611111,1876-02-26,Budapest,19.040833333,47.498333333,121447160,NA
TÓTH Endre,6,https://www.wikidata.org/wiki/Q20438063,NA,NA,férfi,1824-11-30,Lövőpetri,22.2,48.183333333,1885-06-05,Vatta,20.738,47.922,NA,NA
TÓTH Eszter,1,https://www.wikidata.org/wiki/Q1327134,NA,NA,nő,1920-05-26,Debrecen,21.639166666,47.53,2001-09-03,Budapest,19.040833333,47.498333333,58069916,1035843366
TÓTH Gyula,29,NA,1928-,"nincs wiki, csak ez mint wikipedia hiany: 
Tóth Gyula (1928) író, történész, filológus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÓTH István,1,https://www.wikidata.org/wiki/Q15535264,NA,NA,férfi,1923-10-25,Tenkegörbed,21.870226,46.794469,2001-09-16,Marosvásárhely,24.559722222,46.549722222,79480479,NA
TÓTH J.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÓTH Jolán,1,NA,1907-1917,"nincs wiki, OszK nektár alapján 1907-1917 között aktiv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÓTH Judit,10,https://www.wikidata.org/wiki/Q1327237,NA,NA,NA,1936-05-10,Budapest,NA,NA,NA,NA,NA,NA,NA,NA
TÓTH Kálmán,67,https://www.wikidata.org/wiki/Q936004,NA,"van még egy tóth kálmán: https://www.wikidata.org/wiki/Q13422594  plusz egy könyves tóth kálmán is: https://www.wikidata.org/wiki/Q13453389  plusz egyéb tóth kálmánok, de ez a három látszik irónak lenni...   nem meglepő módon mind a wikipedia mind a wikidata oldalak elég zavarosak",férfi,1831-03-30,Baja,18.953611111,46.183333333,1881-02-03,Budapest,19.040833333,47.498333333,76349710,122116461
TÓTH László,17,https://www.wikidata.org/wiki/Q787164,NA,RESOLVE ez Ungvárnémeti Tóth L.,férfi,1788-02-17,Kistokaj,20.8395,48.042,1820-08-31,Bécs,16.373064,48.20833,942666,124300502
TÓTH László II.,4,https://www.wikidata.org/wiki/Q17241404,NA,NA,férfi,1889-12-22,Budapest,19.040833333,47.498333333,1951-09-13,Vác,19.131111111,47.775277777,121523196,NA
TÓTH Lőrinc,3,https://www.wikidata.org/wiki/Q1184687,NA,NA,férfi,1814-12-17,Komárom,18.128333333,47.763333333,1903-03-17,Budapest,19.040833333,47.498333333,102331802,123384257
TÓTH Miklós,2,NA,1904–1975,"nincs wiki 
Tóth Miklós (1904–1975) vígjáték, operett- kabaré- és forgatókönyvíró",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TÓTH Tihamér,4,https://www.wikidata.org/wiki/Q1327440,NA,NA,férfi,1889-01-14,Szolnok,20.176388888,47.174722222,1939-05-05,Budapest,19.040833333,47.498333333,33170085,132820234
TRAEGER Ernő,3,https://www.wikidata.org/wiki/Q58355986,NA,NA,férfi,1887-10-27,Pinkafő,16.121944444,47.371666666,1971-02-15,Vác,19.131111111,47.775277777,121469872,NA
TRENCSÉNYI WALDAPFEL Imre,1,https://www.wikidata.org/wiki/Q1323843,NA,NA,férfi,1908-06-16,Budapest,19.040833333,47.498333333,1970-06-02,Budapest,19.040833333,47.498333333,13346157,126973369
TURIÁN György,1,https://www.wikidata.org/wiki/Q65218582,NA,NA,NA,1930-04-27,NA,NA,NA,1992-10-12,NA,NA,NA,NA,NA
TÚRMEZEI László,1,NA,1930-,1930 körül aktiv (Illyés rec a nyugatban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TURÓCZI József,1,https://www.wikidata.org/wiki/Q165667,NA,??,férfi,1888-10-01,Moskóc,18.8292,48.9433,1962-04-06,Budapest,19.040833333,47.498333333,89509384,10194845X
TURÓCZI Zoltán,1,https://www.wikidata.org/wiki/Q1328806,NA,Túróczy,férfi,1893-10-23,Arnót,20.859911111,48.131969444,1973-11-22,Győr,17.634444444,47.684166666,121480082,NA
TÜZ Tamás,1,https://www.wikidata.org/wiki/Q1329323,NA,NA,férfi,1916-04-18,Győr,17.634444444,47.684166666,1992-04-07,Hamilton,-79.869166666,43.256666666,105861618,109958055
ÜCHRITZ-AMADÉ Stefánia,3,NA,1891-1971,"ÜCHTRITZ-AMADE grófné báró Bánhidy Stefánia, https://www.geni.com/people/Stef%C3%A1nia-M%C3%A1ria-Karolina-B%C3%A1nhidy-de-Sim%C3%A1nd-BR-b%C3%A1r%C3%B3n%C5%91/6000000056215068195  1891-1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UJJ Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ÚJVÁRI Imre László,20,NA,1925-,"nincs wiki. 
viszont oszk alapjan (1925-  ): 
http://nektar.oszk.hu/hu/manifestation/1390207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UJVÁRY Géza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ÚJVÁRY Sándor,13,https://www.wikidata.org/wiki/Q84080435,NA,NA,férfi,1904-05-06,Budapest,19.040833333,47.498333333,1988-04-11,München,11.5755,48.137194444,16801899,NA
URBÁN Ernő,18,https://www.wikidata.org/wiki/Q1400029,NA,NA,férfi,1918-09-04,Sárvár,16.935277777,47.253888888,1974-09-19,Budapest,19.040833333,47.498333333,813663,119058731
URBÁN Eszter,1,https://www.wikidata.org/wiki/Q105124653,NA,NA,nő,1899-07-31,Budapest VI. kerülete,19.06583,47.50369,1960-12-12,Budapest XIII. kerülete,19.0719,47.5364,121444114,127366164
URR Ida,1,https://www.wikidata.org/wiki/Q1400128,NA,NA,nő,1904-11-25,Kassa,21.25,48.716666666,1989-08-02,Budapest,19.040833333,47.498333333,47174524,103304401
VACHOTT Sándor,17,https://www.wikidata.org/wiki/Q1251977,NA,NA,férfi,1818-11-17,Gyöngyös,19.933333333,47.783333333,1861-04-09,Buda,19.05,47.466666666,121495327,1148792031
